Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_норм_%,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%
Нижегородская область,2015,389.6,0.2246868491110976,339831.4,100.8,79.5,858.31,102.5
Нижегородская область,2016,377.14,0.1920677244083948,396361.6,99.0,79.5,788.69,105.4
Нижегородская область,2017,369.9,0.17708357875438,430967.0,100.2,79.5,746.67,104.8
Нижегородская область,2018,363.24,0.4326904219414732,469309.3,99.6,79.6,758.34,102.3
Нижегородская область,2019,312.66,0.3737236435685833,508283.2,103.8,79.7,693.12,105.3
Нижегородская область,2020,320.54,1.2605832009754967,506541.7,105.0,79.8,671.92,95.3
Нижегородская область,2021,301.7,0.6559054036441916,617664.1,92.9,79.9,685.8,113.6
Нижегородская область,2022,300.82,1.1425931534428448,739124.7,112.0,80.0,671.9,101.3
Нижегородская область,2023,315.0,1.246046895905902,870.1,111.1,80.0,694.0,111.8
Новгородская область,2000,97.0,0.1554134172807708,29347.0,107.6,69.6,109.0,108.9
Новгородская область,2001,95.0,0.12402458092433,38975.3,105.8,69.7,114.0,104.8
Новгородская область,2002,93.0,0.1232823166003534,45178.5,96.8,69.9,113.0,101.1
Новгородская область,2003,81.0,0.3522741894400722,55387.3,91.5,70.2,112.0,111.2
Новгородская область,2004,81.0,0.2700483121218952,72549.3,100.8,70.4,114.0,109.65
Новгородская область,2005,78.0,0.2994034296919416,95286.2,98.7,70.8,109.0,108.35
Новгородская область,2006,78.0,0.3540530512333865,113246.4,89.1,71.2,108.0,101.66
Новгородская область,2007,75.0,0.2012348713262232,132334.8,98.2,71.3,107.0,106.4
Новгородская область,2008,73.0,0.1495814273418834,177472.4,105.5,71.2,106.0,102.3
Новгородская область,2009,74.0,0.1871922521451023,183196.9,116.0,70.5,105.0,87.7
Новгородская область,2010,97.0,0.0971337704598933,200248.6,124.8,70.7,108.0,116.1
Новгородская область,2011,92.0,0.1911071133628862,243130.1,114.5,70.7,102.0,110.9
Новгородская область,2012,86.86,0.2745261910944359,272065.9,104.0,70.7,94.93,104.4
Новгородская область,2013,72.64,0.9355618530786312,287036.7,89.0,70.8,122.39,105.4
Новгородская область,2014,74.33,0.4385350379638459,338150.7,109.5,71.3,87.36,112.9
Новгородская область,2015,76.31,1.4563369115205038,380459.4,114.4,71.3,88.02,102.7
Новгородская область,2016,77.98,0.2967566214383491,413626.0,104.8,71.4,91.47,103.8
Новгородская область,2017,28.47,0.5954680523317318,422137.6,93.2,71.7,90.53,105.4
Новгородская область,2018,26.43,0.4495517554477084,431838.2,102.4,72.2,95.18,101.0
Новгородская область,2019,25.4,0.5867911090983463,460231.8,99.6,72.5,92.93,103.0
Новгородская область,2020,23.29,0.3835023363425058,473600.1,95.2,72.7,98.08,102.5
Новгородская область,2021,22.5,0.2763360289159164,590942.9,93.0,73.0,95.92,106.8
Новгородская область,2022,22.24,0.4012060008948325,657673.6,100.4,73.1,98.04,92.5
Новгородская область,2023,21.0,0.2913075616411157,712.9,99.6,73.2,95.0,102.7
Новосибирская область,2000,78.0,0.2138468631227547,26472.3,128.1,74.8,901.0,110.7
Новосибирская область,2001,74.0,0.1620534969448755,35177.3,110.8,75.0,823.0,107.3
Новосибирская область,2002,76.0,0.1889685541233867,45659.6,96.5,75.1,835.0,103.7
Новосибирская область,2003,79.0,0.3130660232290348,57360.1,93.3,75.3,866.0,111.1
Новосибирская область,2004,74.0,0.1744027291299907,71843.4,94.1,75.5,776.0,110.9
Новосибирская область,2005,72.0,0.0972270583367108,88475.5,94.9,75.8,764.0,107.0
Новосибирская область,2006,73.0,0.1991230289345733,111679.3,94.6,76.1,750.0,110.7
Новосибирская область,2007,101.0,0.2437587543826628,138199.1,109.2,76.3,719.0,110.7
Новосибирская область,2008,105.0,0.4316732903473871,171430.3,102.4,76.6,777.0,102.4
Новосибирская область,2009,98.0,0.4977335224572062,160210.4,111.6,76.9,703.0,89.1
Новосибирская область,2010,107.0,0.254787306928783,181732.7,89.0,77.3,676.0,108.3
Новосибирская область,2011,94.0,0.3657617111634772,223561.2,107.4,77.6,599.0,105.0
Новосибирская область,2012,112.53,0.1821406186054049,269643.5,81.5,77.9,622.06,109.0
Новосибирская область,2013,114.65,0.266531352815178,300099.4,112.0,78.3,569.61,101.4
Новосибирская область,2014,109.35,0.4057883395758868,332027.1,95.7,78.6,567.06,100.3
Новосибирская область,2015,106.96,0.4926229830403559,369957.0,103.8,78.9,578.37,101.0
Новосибирская область,2016,96.91,0.1817299768969832,386697.1,101.3,79.1,585.74,101.3
Новосибирская область,2017,94.01,0.20155838147682,422134.2,109.0,79.2,563.86,101.8
Новосибирская область,2018,88.9,0.1550529178351685,464408.8,99.2,79.4,548.72,105.2
Новосибирская область,2019,85.49,0.4986887197033707,474511.4,104.1,79.5,601.16,104.6
Новосибирская область,2020,82.53,0.1535900059933002,483951.6,102.4,79.5,541.22,96.7
Новосибирская область,2021,80.51,0.1048084764879935,581842.5,113.5,79.7,538.79,113.7
Новосибирская область,2022,77.2,0.2995675778745774,693656.0,103.0,79.7,589.38,102.5
Новосибирская область,2023,81.0,0.2295997962855867,793.9,86.9,79.8,625.0,108.5
Омская область,2000,221.0,1.057785628003581,21643.1,110.5,68.3,325.0,112.61
Омская область,2001,229.0,2.607333141574728,29219.2,136.7,68.6,319.0,112.12
Омская область,2002,226.0,1.03879888198798,44424.1,96.6,68.7,325.0,110.32
Омская область,2003,223.0,0.493439682863961,55729.2,99.1,69.1,326.0,110.96
Омская область,2004,219.0,0.2487985885327096,94389.6,101.0,69.8,323.0,112.6
Омская область,2005,214.0,0.2484010547107407,108970.6,100.9,70.4,300.0,113.2
Омская область,2006,203.0,0.3757419143968515,130614.3,101.2,70.8,285.0,110.8
Омская область,2007,207.0,0.2784707134717793,148129.3,104.0,71.0,272.0,109.1
Омская область,2008,194.0,0.2940280417287425,174709.8,91.3,71.2,278.0,101.4
Омская область,2009,193.0,0.6994201801227385,169327.8,119.2,71.2,259.0,93.3
Омская область,2010,177.0,0.5052880086895524,193216.0,84.9,71.5,258.0,106.4
Омская область,2011,170.0,0.4175097271092829,228634.9,115.5,71.7,231.0,104.0
Омская область,2012,157.81,0.8338581132824803,249428.4,78.5,71.8,214.7,103.1
Омская область,2013,158.98,0.3953219304954924,280429.7,124.0,72.1,200.91,103.2
Омская область,2014,151.79,0.8952978326934175,306365.2,93.3,72.3,205.79,103.5
Омская область,2015,139.41,0.9456905425852944,314306.3,99.9,72.6,185.52,100.4
Омская область,2016,135.85,0.3729136954569543,341344.5,97.5,72.8,184.46,97.1
Омская область,2017,129.88,3.698263368092649,358909.4,104.8,73.0,185.9,99.4
Омская область,2018,130.46,2.251310868648489,380834.5,101.1,73.1,188.72,104.2
Омская область,2019,125.47,2.3314212651563104,403479.5,96.6,73.3,176.73,99.5
Омская область,2020,126.07,1.9593019632850583,407371.0,100.2,73.4,179.8,100.5
Омская область,2021,121.33,1.4934089706839109,426871.8,101.8,73.5,177.21,103.3
Омская область,2022,121.19,3.1930499818701974,514203.2,100.4,73.6,178.73,105.7
Омская область,2023,124.0,1.9662157014341184,578.9,92.5,73.8,176.0,106.2
Оренбургская область,2000,153.0,0.6480877824249147,34585.2,111.0,57.5,1826.0,111.0
Оренбургская область,2001,154.0,0.5772488120580075,38769.3,103.4,57.8,1686.0,100.62
Оренбургская область,2002,154.0,0.6955859103336607,43145.6,101.6,57.8,1734.0,108.9
Оренбургская область,2003,152.0,0.3907254590130249,53548.8,107.2,58.0,1775.0,116.8
Оренбургская область,2004,150.0,0.533081935309551,79522.8,96.6,58.3,1771.0,112.7
Оренбургская область,2005,149.0,0.63941236249532,101110.3,93.5,58.5,1598.0,104.0
Оренбургская область,2006,144.0,0.7907174305600504,145532.5,105.2,58.9,1826.0,108.1
Оренбургская область,2007,142.0,1.1098424318966007,179882.4,117.4,59.1,1850.0,102.2
Оренбургская область,2008,137.0,1.211592121446499,209769.6,115.1,59.2,1813.0,100.2
Оренбургская область,2009,136.0,0.8363770045876163,202332.4,89.9,59.4,1625.0,99.5
Оренбургская область,2010,122.0,1.0265459830001566,224937.2,73.2,59.7,1653.0,106.7
Оренбургская область,2011,132.0,0.9473662390124792,273345.6,149.0,59.8,1920.0,102.5
Оренбургская область,2012,126.68,0.9813212060004748,312741.8,84.4,59.7,1973.26,100.6
Оренбургская область,2013,120.13,1.181152843706992,359328.3,108.3,59.8,1495.2,96.9
Оренбургская область,2014,115.91,1.3429290951987187,369142.8,98.3,59.6,1486.57,101.2
Оренбургская область,2015,109.48,0.8897174713447278,393935.3,100.7,59.5,1315.41,92.5
Оренбургская область,2016,107.54,0.8545707107837425,416823.3,110.9,59.4,1193.53,95.3
Оренбургская область,2017,105.15,0.5096333638117856,450009.9,108.9,59.4,979.96,101.4
Оренбургская область,2018,102.13,0.383174644082861,551255.2,90.4,59.4,1010.5,101.6
Оренбургская область,2019,95.9,0.2328494779990008,581010.8,102.1,59.6,904.33,103.4
Оренбургская область,2020,93.97,0.817783564273556,554155.2,108.4,59.7,805.63,98.4
Оренбургская область,2021,97.33,0.864608371674725,754958.8,82.0,59.7,670.93,99.6
Оренбургская область,2022,96.37,0.2667971645569104,850040.2,144.1,59.9,572.29,97.2
Оренбургская область,2023,99.0,0.6014164522107385,961.3,95.7,60.0,846.0,103.7
Орловская область,2000,85.0,0.1894317894660842,25168.4,136.9,63.2,139.0,104.1
Орловская область,2001,86.0,0.1247017172975008,31676.1,97.2,63.4,132.0,97.8
Орловская область,2002,80.0,0.0655499279251992,41322.8,104.2,63.6,130.0,99.0
Орловская область,2003,79.0,0.0599487085633881,49342.3,99.6,63.9,130.0,110.4
Орловская область,2004,78.0,0.0104946972675127,54740.1,97.4,64.4,135.0,112.5
Орловская область,2005,68.0,0.0292964335610423,64180.4,99.8,64.7,122.0,110.1
Орловская область,2006,70.0,0.0698689538529912,79341.5,91.8,65.0,121.0,103.0
Орловская область,2007,63.0,0.0237882160070141,95387.1,104.0,65.2,118.0,97.9
Орловская область,2008,61.0,0.0107375718812163,120531.4,125.1,65.4,110.0,97.3
Орловская область,2009,60.0,0.0459480753357845,113848.8,100.5,65.4,99.0,76.2
Орловская область,2010,50.0,0.1108057030020706,134533.8,85.1,65.5,84.0,118.1
Орловская область,2011,54.0,0.1346085540807724,167501.7,129.2,65.7,83.0,107.8
Орловская область,2012,52.84,0.3177295226935481,187787.5,104.5,65.8,80.06,106.4
Орловская область,2013,54.42,0.0252000946619173,213467.3,106.3,65.9,78.38,100.4
Орловская область,2014,54.22,0.6107998713808386,233349.5,108.7,66.3,83.76,104.9
Орловская область,2015,51.26,0.241376761867076,273699.1,94.1,66.6,76.65,100.2
Орловская область,2016,52.25,0.0666991610490889,302660.0,109.8,66.7,76.71,98.9
Орловская область,2017,51.73,0.3291134327686588,308718.9,100.9,66.8,76.1,96.4
Орловская область,2018,56.62,0.1216901283055213,333661.2,106.8,66.8,75.94,100.1
Орловская область,2019,46.51,0.2066016989705073,363618.0,108.5,66.8,69.06,106.8
Орловская область,2020,45.63,0.4156892037257714,389873.7,111.3,66.7,67.54,111.4
Орловская область,2021,43.68,0.2557545671883762,472765.6,98.7,66.7,66.92,110.4
Орловская область,2022,43.57,0.1412339294925239,524570.9,107.3,66.6,66.17,99.5
Орловская область,2023,45.0,0.1433533373261062,572.6,114.3,66.5,65.0,103.6
Пензенская область,2000,144.0,0.0632705095821751,16900.3,102.7,64.8,281.0,101.8
Пензенская область,2001,149.0,0.1038168994606555,22547.8,107.1,64.9,291.0,106.6
Пензенская область,2002,148.0,0.0751740607446772,28554.2,102.8,65.1,329.0,100.3
Пензенская область,2003,143.0,0.0908826372073205,33304.2,106.9,65.3,293.0,117.4
Пензенская область,2004,147.0,0.1394132138257661,41595.8,106.3,65.6,294.0,105.2
Пензенская область,2005,139.0,0.185102746403775,52163.8,99.4,65.8,276.0,105.9
Пензенская область,2006,137.0,0.025354428241653,62719.8,108.2,66.1,280.0,115.0
Пензенская область,2007,128.0,0.8790720714669532,84558.3,104.1,66.3,257.0,106.4
Пензенская область,2008,124.0,0.058340299702678,105477.2,113.0,66.6,267.0,110.2
Пензенская область,2009,116.0,0.066023666797794,105487.4,105.2,66.8,258.0,97.7
Пензенская область,2010,111.0,0.1629821562474044,124020.7,70.6,67.2,235.0,113.0
Пензенская область,2011,108.0,0.0733787345150824,154681.7,151.5,67.6,241.0,115.4
Пензенская область,2012,105.19,0.0210282856696358,175086.6,100.6,67.7,213.9,110.0
Пензенская область,2013,100.45,0.0814497139442561,198668.1,104.9,67.9,195.57,104.7
Пензенская область,2014,95.43,0.038982016923933,218094.7,103.0,68.0,193.57,108.3
Пензенская область,2015,92.02,0.2720905569766107,254938.6,115.7,68.1,174.97,104.8
