,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_в_ООС_тыс_руб,ВРП_млн_руб,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%,Cluster
279,Забайкальский край,2015,35.44,1375378.0,247666.2,231890.2,93.7,67.8,230.95,99.4,1
280,Забайкальский край,2016,34.18,2440299.0,279140.7,263346.5,100.3,68.1,231.08,103.1,1
281,Забайкальский край,2017,45.35,3368496.6,306596.5,291717.4,99.3,68.3,229.46,103.7,1
282,Забайкальский край,2018,51.62,8672090.0,339838.9,326599.2,100.4,68.5,227.78,103.8,1
283,Забайкальский край,2019,75.25,4959851.0,369476.5,358683.8,95.7,68.8,225.0,105.6,1
284,Забайкальский край,2020,87.19,2850926.0,422734.5,414483.8,99.1,68.9,217.98,99.5,1
285,Забайкальский край,2021,61.65,2968161.0,516630.1,512723.1,95.8,69.3,216.52,108.5,1
286,Забайкальский край,2022,70.68,5497257.0,547235.6,549172.0,97.8,69.5,211.1,102.4,1
287,Забайкальский край,2023,67.0,9687097.0,718358.2654,726780.2,94.5,69.8,212.0,102.7,1
288,Ивановская область,2000,168.0,62264.0,16900.0,14240.0,115.0,82.5,264.0,110.3,0
289,Ивановская область,2001,169.0,46658.0,22175.9,18947.2,89.6,82.6,256.0,108.3,0
290,Ивановская область,2002,160.0,25881.8,26981.3,23396.9,94.6,82.7,255.0,97.2,0
291,Ивановская область,2003,158.0,48616.0,33214.6,29192.4,102.5,82.6,254.0,103.3,0
292,Ивановская область,2004,152.0,50318.0,40159.4,35732.7,96.3,80.4,237.0,107.8,0
293,Ивановская область,2005,144.0,413688.0,44415.4,40039.1,96.0,80.5,216.0,110.1,0
294,Ивановская область,2006,140.0,313976.0,55090.0,50271.5,104.9,80.6,212.0,113.0,0
295,Ивановская область,2007,136.0,278366.0,74752.0,68865.7,100.4,80.8,207.0,112.5,0
296,Ивановская область,2008,127.0,217780.0,86980.3,80708.5,91.5,80.9,185.0,99.4,0
297,Ивановская область,2009,114.0,57314.0,87061.9,81286.7,104.0,80.8,171.0,85.5,0
298,Ивановская область,2010,102.0,0.0,109884.5,103280.0,91.8,81.0,168.0,107.9,0
299,Ивановская область,2011,99.0,172982.0,128905.4,122231.4,109.3,81.0,156.0,105.7,0
300,Ивановская область,2012,96.9,932533.0,136115.0,130362.4,95.7,81.1,136.65,104.6,0
301,Ивановская область,2013,88.12,341330.0,158228.7,153048.9,93.0,81.1,127.63,106.2,0
302,Ивановская область,2014,82.22,203440.0,151876.8,148470.2,94.4,81.3,154.94,97.3,0
303,Ивановская область,2015,70.25,49647.0,180517.5,178498.0,103.7,81.3,136.16,92.1,0
304,Ивановская область,2016,69.12,111534.0,205818.6,205911.0,97.7,81.4,129.62,107.7,0
305,Ивановская область,2017,68.69,10890.0,212464.7,215218.9,98.8,81.5,124.02,100.0,0
306,Ивановская область,2018,60.49,273475.0,232493.6,238961.1,99.5,81.6,122.53,102.1,0
307,Ивановская область,2019,60.9,2643867.0,254968.9,265742.3,99.0,81.8,88.31,102.6,0
308,Ивановская область,2020,62.0,49412.0,269508.8,284826.2,106.3,81.8,92.09,108.5,0
309,Ивановская область,2021,59.39,2110312.0,308392.2,331080.1,96.8,82.0,94.35,108.8,0
310,Ивановская область,2022,58.19,10720629.0,364016.5,395919.8,102.7,82.1,94.09,101.7,0
311,Ивановская область,2023,17.0,5950198.0,435227.7407,478107.8,108.5,82.1,86.0,110.0,0
312,Иркутская область,2000,893.0,533602.0,103013.8,39115.2,89.6,79.3,1347.0,101.6,0
313,Иркутская область,2001,890.0,867844.0,120240.0,46044.3,103.2,79.3,1307.0,99.0,0
314,Иркутская область,2002,820.0,1008736.0,140195.9,54156.9,100.6,79.3,1299.0,117.8,0
315,Иркутская область,2003,823.0,1532329.8,167927.1,65468.6,94.9,79.4,1344.0,104.2,0
316,Иркутская область,2004,785.0,1384543.0,213244.2,84014.3,101.9,79.3,1021.0,100.3,0
317,Иркутская область,2005,814.0,1462132.46,258095.5,102904.3,99.3,79.3,949.0,108.6,0
318,Иркутская область,2006,807.0,1184630.0,330834.3,133413.7,98.4,79.4,1025.0,108.0,0
319,Иркутская область,2007,789.0,2086587.0,402654.7,163588.0,108.3,79.4,1013.0,104.4,0
320,Иркутская область,2008,814.0,2299081.0,438852.4,178988.3,101.5,79.4,1154.0,104.8,0
321,Иркутская область,2009,640.0,2072532.6,458774.9,187688.7,97.3,79.4,883.0,96.1,0
322,Иркутская область,2010,594.0,1731238.94,546141.0,224364.2,97.2,79.6,1008.0,113.3,0
323,Иркутская область,2011,583.0,3420489.0,634561.4,261516.9,102.1,79.4,1011.0,111.4,0
324,Иркутская область,2012,614.26,2194639.0,737971.6,304432.0,101.3,79.2,1109.69,112.9,0
325,Иркутская область,2013,537.89,7505915.090000002,805197.5,332498.6,101.3,79.0,921.24,102.5,0
326,Иркутская область,2014,499.98,5869394.0,916317.5,378852.0,102.4,78.9,801.79,104.4,0
327,Иркутская область,2015,507.01,7993022.0,1001717.6,414538.8,92.1,78.8,828.99,105.8,0
328,Иркутская область,2016,514.27,9242866.95,1139206.8,471911.8,106.1,78.6,802.11,107.9,0
329,Иркутская область,2017,524.49,17537491.22,1268311.7,526207.1,100.8,78.3,860.91,104.7,0
330,Иркутская область,2018,527.65,17876231.0,1460512.2,607208.3,99.6,78.1,921.34,101.0,0
331,Иркутская область,2019,510.05,28730698.0,1540237.8,641937.5,96.7,77.9,871.04,100.4,0
332,Иркутская область,2020,441.72,39807956.0,1494326.6,625618.7,103.8,77.7,878.7,102.7,0
333,Иркутская область,2021,426.29,33351387.0,1972480.5,831532.4,100.8,77.6,860.69,101.2,0
334,Иркутская область,2022,447.13,38369881.0,2356810.1,1001234.6,103.6,77.5,963.58,102.5,0
335,Иркутская область,2023,464.0,66326300.0,2539383.9125,1086391.6,97.6,77.4,1037.0,98.3,0
336,Кабардино-Балкарская Республика,2000,49.0,24530.0,14081.3,15948.9,108.4,56.6,480.0,117.2,2
337,Кабардино-Балкарская Республика,2001,50.0,147196.0,19443.3,21834.2,113.4,56.6,436.0,111.7,2
338,Кабардино-Балкарская Республика,2002,54.0,177512.0,22774.5,25369.9,105.4,56.6,418.0,106.0,2
339,Кабардино-Балкарская Республика,2003,52.0,208209.0,25997.4,29036.2,102.6,58.6,488.0,116.2,2
340,Кабардино-Балкарская Республика,2004,50.0,136524.0,29052.9,32884.8,103.6,58.3,476.0,104.5,2
341,Кабардино-Балкарская Республика,2005,47.0,348972.0,36833.4,42253.1,92.7,57.7,463.0,121.5,2
342,Кабардино-Балкарская Республика,2006,42.0,424546.0,43309.7,50225.2,101.6,57.5,460.0,109.5,2
343,Кабардино-Балкарская Республика,2007,39.0,591368.0,48908.7,57011.8,107.4,57.4,457.0,111.7,2
344,Кабардино-Балкарская Республика,2008,38.0,923440.0,58093.4,67731.3,110.1,54.8,454.0,105.3,2
345,Кабардино-Балкарская Республика,2009,35.0,411121.0,65660.1,76451.1,104.1,54.7,448.0,112.7,2
346,Кабардино-Балкарская Республика,2010,33.0,797089.0,77086.4,89668.3,109.6,54.4,443.0,100.2,2
347,Кабардино-Балкарская Республика,2011,32.0,791705.0,90594.5,105251.5,109.4,54.1,441.0,107.9,2
348,Кабардино-Балкарская Республика,2012,29.58,2993485.0,106711.2,123604.5,104.6,53.8,443.13,122.4,2
349,Кабардино-Балкарская Республика,2013,28.54,4029852.0,110971.5,128113.9,104.2,53.5,443.99,93.5,2
350,Кабардино-Балкарская Республика,2014,29.01,1417800.0,116886.0,134335.3,99.9,53.3,370.29,110.3,2
351,Кабардино-Балкарская Республика,2015,28.34,1262779.2,120528.8,137647.8,104.1,53.1,375.2,104.2,2
352,Кабардино-Балкарская Республика,2016,29.39,471936.0,152970.8,173590.0,104.9,52.8,378.97,90.2,2
353,Кабардино-Балкарская Республика,2017,29.28,0.0,155221.80000000002,175147.8,104.7,52.6,347.74,100.4,2
354,Кабардино-Балкарская Республика,2018,30.85,0.0,161577.5,181478.0,103.1,52.4,347.75,80.6,2
355,Кабардино-Балкарская Республика,2019,30.69,0.0,171544.7,191721.5,104.9,52.2,345.45,97.6,2
356,Кабардино-Балкарская Республика,2020,28.81,0.0,180077.5,200313.5,108.4,52.0,302.84,115.1,2
357,Кабардино-Балкарская Республика,2021,28.06,0.0,212776.9,235770.1,109.0,51.9,255.17,105.4,2
358,Кабардино-Балкарская Республика,2022,29.42,44723.0,258862.6,286415.1,110.0,51.8,141.84,106.5,2
359,Кабардино-Балкарская Республика,2023,25.0,0.0,291100.367,321883.7,110.1,51.7,156.0,102.4,2
360,Калининградская область,2000,152.0,25998.0,23290.3,24308.8,102.5,77.6,188.0,117.0,2
361,Калининградская область,2001,150.0,19862.0,32327.2,33797.4,93.5,77.6,186.0,110.1,2
362,Калининградская область,2002,151.0,210502.0,40120.3,42019.6,100.6,77.6,187.0,104.2,2
363,Калининградская область,2003,150.0,359959.0,46757.7,49167.4,101.5,77.7,189.0,104.7,2
364,Калининградская область,2004,147.0,419949.0,66552.1,70426.0,103.4,77.8,185.0,122.5,2
365,Калининградская область,2005,139.0,623286.0,81837.6,87122.8,100.5,77.3,174.0,127.4,2
366,Калининградская область,2006,131.0,2250358.0,103138.7,110255.4,97.4,77.3,164.0,166.6,2
367,Калининградская область,2007,116.0,2228275.0,143927.7,153964.0,96.3,77.3,146.0,114.4,2
368,Калининградская область,2008,103.0,1403282.0,179266.7,191533.4,155.9,77.2,135.0,101.8,2
369,Калининградская область,2009,87.0,1408540.2,169519.6,180797.2,107.5,77.2,116.0,95.3,2
370,Калининградская область,2010,88.0,1086419.6,195749.1,208193.2,95.5,77.6,112.0,116.0,2
371,Калининградская область,2011,91.0,1215108.2,241004.8,255184.6,99.4,77.3,115.0,150.1,2
372,Калининградская область,2012,103.05,3038281.88,265361.2,278984.6,106.3,77.2,116.54,101.9,2
373,Калининградская область,2013,102.18,1506342.2499999998,275885.8,287490.4,104.2,77.1,111.6,99.1,2
374,Калининградская область,2014,102.82,1015626.98,314088.3,324788.4,110.2,77.0,109.18,109.9,2
375,Калининградская область,2015,106.74,3612656.0,349818.6,359164.5,110.1,76.9,103.83,92.2,2
376,Калининградская область,2016,111.06,1691740.0,417094.9,424365.1,94.9,76.9,108.96,100.9,2
377,Калининградская область,2017,111.12,1544723.0,446677.6,450182.7,101.0,76.8,108.05,101.8,2
378,Калининградская область,2018,100.27,1495905.0,493302.4,493056.8,110.0,76.9,104.66,104.9,2
379,Калининградская область,2019,106.85,90223.0,520951.2,515852.5,114.4,76.9,108.86,100.4,2
380,Калининградская область,2020,104.7,404776.0,549311.2,539350.5,109.2,76.9,107.77,93.6,2
381,Калининградская область,2021,90.83,1282402.0,683811.6,666279.8,99.7,76.8,109.31,104.3,2
382,Калининградская область,2022,88.12,195239.0,738007.6,715358.6,101.9,76.6,110.77,77.3,2
383,Калининградская область,2023,97.0,1424732.0,785205.902,760027.0,103.2,76.5,106.0,96.7,2
384,Калужская область,2000,109.0,48866.2,23903.3,22438.0,102.2,74.4,164.0,116.12,2
385,Калужская область,2001,113.0,88216.4,31860.0,30201.9,97.6,74.6,157.0,116.3,2
386,Калужская область,2002,112.0,70539.0,37283.1,35708.4,92.8,74.9,160.0,110.02,2
387,Калужская область,2003,108.0,155619.2,48792.7,47136.5,106.3,75.0,152.0,116.42,2
388,Калужская область,2004,105.0,511885.0,57993.8,56325.6,97.9,75.0,147.0,106.5,2
389,Калужская область,2005,99.0,301855.8,70953.9,69192.2,93.9,75.2,145.0,105.8,2
390,Калужская область,2006,99.0,298190.2,86150.5,84317.4,96.5,75.2,141.0,107.8,2
391,Калужская область,2007,98.0,426725.0,111869.0,109790.3,107.6,75.3,141.0,110.7,2
392,Калужская область,2008,96.0,484216.4,150394.4,147929.5,100.5,75.3,135.0,122.9,2
393,Калужская область,2009,95.0,695151.0999999999,154946.1,152611.6,104.1,75.2,136.0,94.7,2
394,Калужская область,2010,92.0,942491.4,188601.3,186347.8,91.4,76.3,129.0,133.5,2
395,Калужская область,2011,88.0,1072443.6,234749.0,232085.4,106.4,76.2,126.0,125.3,2
396,Калужская область,2012,83.86,1735474.0,285256.6,280982.6,102.8,76.2,122.33,110.2,2
397,Калужская область,2013,93.03,4960986.399999999,292841.0,287440.6,92.3,76.1,117.81,105.9,2
398,Калужская область,2014,89.54,4824462.699999999,326459.5,318031.6,103.2,76.2,112.88,103.9,2
399,Калужская область,2015,86.42,5491622.6,339760.8,328423.9,109.3,76.0,108.8,94.6,2
400,Калужская область,2016,84.02,1258572.7,409462.3,392893.2,100.1,75.8,102.89,108.1,2
401,Калужская область,2017,72.4,3037487.999999999,457052.5,435720.9,111.9,75.7,110.28,119.8,2
402,Калужская область,2018,71.49,5200372.0,507632.2,482561.6,110.7,75.4,102.45,109.7,2
403,Калужская область,2019,71.36,2110358.0,549755.8,522193.9,112.8,75.2,97.36,105.7,2
404,Калужская область,2020,71.86,3584947.0,561895.8,533059.9,105.1,75.0,97.66,101.3,2
405,Калужская область,2021,72.07,4553709.0,671155.5,630411.9,100.1,75.0,102.34,107.9,2
406,Калужская область,2022,72.86,2439543.0,693947.6,647307.2,104.7,74.9,103.95,84.7,2
407,Калужская область,2023,73.0,6156387.0,792281.4947,740704.7,106.3,74.8,108.0,111.0,2
408,Камчатский край,2000,34.0,4784.0,18140.7,49108.7,102.4,81.0,261.0,109.1,1
409,Камчатский край,2001,36.0,64354.0,23031.7,63274.0,87.3,81.0,252.0,81.4,1
410,Камчатский край,2002,35.0,52143.0,25881.9,71934.1,97.6,81.1,246.0,103.5,1
411,Камчатский край,2003,35.0,939256.8,29747.0,83980.4,98.4,81.1,209.0,107.8,1
412,Камчатский край,2004,29.0,70132.0,35139.3,101205.1,88.8,78.9,206.0,100.3,1
413,Камчатский край,2005,29.0,74170.0,43974.3,129240.8,93.2,78.9,218.0,106.6,1
414,Камчатский край,2006,32.0,33716.0,56119.8,168173.2,98.6,79.0,224.0,101.6,1
415,Камчатский край,2007,41.0,74912.0,66076.8,200610.1,96.5,79.1,220.0,100.6,1
416,Камчатский край,2008,47.0,77982.79999999999,77854.3,238404.5,102.3,78.0,180.0,100.9,1
417,Камчатский край,2009,46.0,68414.0,94643.2,291953.6,110.1,78.3,185.0,99.8,1
418,Камчатский край,2010,46.0,0.0,103123.2,319849.2,94.3,77.4,165.0,101.5,1
