,Регион,Год,V_сточ_вод_млн_м3,Коэф_смерт_насел,Числ_насел,Оборот_вод_млн_м3,Инвест_в_ООС_норм
724,Мурманская область,2004,374.0,13.5,856.9,1038.0,5.694643600166438
725,Мурманская область,2005,394.0,13.8,839.4,1006.0,4.905704966200096
726,Мурманская область,2006,329.0,13.2,824.0,980.0,4.284473872267228
727,Мурманская область,2007,383.0,12.2,815.1,1018.0,1.8511299968786634
728,Мурманская область,2008,356.0,12.5,805.6,1053.0,5.758750967910974
729,Мурманская область,2009,352.0,12.5,799.8,960.0,7.975716429608056
730,Мурманская область,2010,339.0,11.9,794.1,920.0,12.445303674751724
731,Мурманская область,2011,334.0,11.6,782.2,1058.0,7.088518060419609
732,Мурманская область,2012,375.84,11.4,769.2,1103.05,4.687971866454439
733,Мурманская область,2013,333.59,11.2,754.1,943.19,7.8083702488137625
734,Мурманская область,2014,331.01,11.7,743.9,904.18,18.941999160502945
735,Мурманская область,2015,328.28,12.0,734.1,1017.09,32.42370998551481
736,Мурманская область,2016,319.78,12.0,724.1,1021.66,8.16656299216392
737,Мурманская область,2017,317.91,11.6,714.7,1033.52,9.283362900978153
738,Мурманская область,2018,297.86,11.9,704.0,1053.68,87.72443414902365
739,Мурманская область,2019,266.47,12.1,692.2,1062.82,109.95544392973218
740,Мурманская область,2020,127.24,14.5,678.6,1058.9,18.342153128918138
741,Мурманская область,2021,131.06,17.2,665.2,953.23,9.53253985129509
742,Мурманская область,2022,110.83,13.2,658.7,1025.41,8.487047680418765
743,Мурманская область,2023,124.0,12.7,656.4,922.0,12.771635018549489
744,Ненецкий автономный округ,2000,1.12,12.9,40.9,0.68,4.750083864475008
745,Ненецкий автономный округ,2001,1.01,13.7,40.9,0.49,14.095678882484117
746,Ненецкий автономный округ,2002,1.11,13.1,41.7,0.77,18.554135721566915
747,Ненецкий автономный округ,2003,1.21,14.1,41.9,1.59,1.4330726899515187
748,Ненецкий автономный округ,2004,1.19,12.4,41.9,1.87,6.8074883736204335
749,Ненецкий автономный округ,2005,1.2,12.2,41.9,2.6,21.19467645236961
750,Ненецкий автономный округ,2006,1.35,12.9,41.8,6.0,102.79376163596459
751,Ненецкий автономный округ,2007,1.57,12.6,41.9,7.0,5.073994539970543
752,Ненецкий автономный округ,2008,1.59,12.8,41.8,7.0,13.57505323777499
753,Ненецкий автономный округ,2009,1.63,11.8,42.1,8.0,0.6272572030386158
754,Ненецкий автономный округ,2010,0.3,11.9,42.1,10.0,5.641571922649685
755,Ненецкий автономный округ,2011,0.2,10.5,42.2,9.0,6.164945811342836
756,Ненецкий автономный округ,2012,0.11,10.3,42.3,9.81,1.5363306510402241
757,Ненецкий автономный округ,2013,0.13,10.8,42.2,13.87,1.6908971635997416
758,Ненецкий автономный округ,2014,0.01,9.1,42.3,5.84,6.312487366972213
759,Ненецкий автономный округ,2015,0.01,9.5,42.5,13.89,4.733709371086761
760,Ненецкий автономный округ,2016,0.41,9.2,42.3,19.39,5.955465146262499
761,Ненецкий автономный округ,2017,0.31,9.0,42.0,24.04,17.495429677991233
762,Ненецкий автономный округ,2018,0.42,9.4,41.6,15.65,3.4285407531763634
763,Ненецкий автономный округ,2019,0.12,9.1,41.6,14.36,0.9428064737355702
764,Ненецкий автономный округ,2020,0.09,10.8,41.6,14.54,15.823730688680968
765,Ненецкий автономный округ,2021,0.0,12.8,41.4,12.77,0.005801338240491973
766,Ненецкий автономный округ,2022,0.0,10.7,41.4,13.92,0.6156191292715952
767,Ненецкий автономный округ,2023,0.0,10.5,42.2,14.0,1.0289367650768613
768,Нижегородская область,2000,580.0,18.1,3594.5,1721.0,6.300258243468478
769,Нижегородская область,2001,545.0,18.7,3554.7,1764.0,2.998351890470699
770,Нижегородская область,2002,468.0,19.3,3515.7,1703.0,2.711774812455913
771,Нижегородская область,2003,461.0,20,3481.1,1677.0,4.863900138213661
772,Нижегородская область,2004,421.0,19.8,3447.9,1639.0,3.3110586393754686
773,Нижегородская область,2005,425.0,20,3414.3,1655.0,3.250611479839599
774,Нижегородская область,2006,420.0,19,3384.3,1682.0,2.909154200791482
775,Нижегородская область,2007,410.0,18.3,3362.8,1543.0,3.222167665242504
776,Нижегородская область,2008,410.0,18.2,3343.7,1547.0,3.4439668554603773
777,Нижегородская область,2009,379.0,17.4,3326.8,1560.0,1.8030254576287912
778,Нижегородская область,2010,472.0,17.9,3307.6,1386.0,2.7549138266060402
779,Нижегородская область,2011,461.0,16.4,3293.6,1572.0,3.19824617851666
780,Нижегородская область,2012,451.37,16.1,3283.2,1469.8,6.41493216242547
781,Нижегородская область,2013,524.59,15.9,3271.6,1515.48,6.307580562527157
782,Нижегородская область,2014,396.93,15.9,3257.0,1586.8,8.349906053741005
783,Нижегородская область,2015,389.6,15.6,3244.1,1591.42,2.246868491110976
784,Нижегородская область,2016,377.14,15.5,3228.5,1665.81,1.9206772440839486
785,Нижегородская область,2017,369.9,14.8,3212.5,1505.77,1.7708357875438003
786,Нижегородская область,2018,363.24,15.1,3189.1,1459.96,4.3269042194147325
787,Нижегородская область,2019,312.66,14.7,3174.2,2269.39,3.7372364356858334
788,Нижегородская область,2020,320.54,17.5,3144.5,1308.73,12.605832009754968
789,Нижегородская область,2021,301.7,20.1,3108.9,1606.3,6.559054036441916
790,Нижегородская область,2022,300.82,15.5,3081.8,1532.1,11.42593153442845
791,Нижегородская область,2023,315.0,14.6,3060.3,1633.0,12.46046895905902
792,Новгородская область,2000,97.0,20.1,710.3,539.0,1.5541341728077078
793,Новгородская область,2001,95.0,21.3,700.9,549.0,1.2402458092433002
794,Новгородская область,2002,93.0,22.3,692.1,552.0,1.2328231660035338
795,Новгородская область,2003,81.0,23.5,682.9,549.0,3.5227418944007227
796,Новгородская область,2004,81.0,22.4,674.5,564.0,2.700483121218952
797,Новгородская область,2005,78.0,22.5,665.6,560.0,2.9940342969194167
798,Новгородская область,2006,78.0,21.5,657.6,552.0,3.5405305123338646
799,Новгородская область,2007,75.0,20.1,652.2,582.0,2.012348713262232
800,Новгородская область,2008,73.0,20.9,645.4,572.0,1.495814273418834
801,Новгородская область,2009,74.0,20.4,639.7,547.0,1.8719225214510238
802,Новгородская область,2010,97.0,20,632.8,568.0,0.9713377045989334
803,Новгородская область,2011,92.0,18.4,629.2,524.0,1.9110711336288626
804,Новгородская область,2012,86.86,17.9,624.9,532.09,2.745261910944359
805,Новгородская область,2013,72.64,17.9,621.0,558.27,9.355618530786312
806,Новгородская область,2014,74.33,17.4,616.9,611.4,4.38535037963846
807,Новгородская область,2015,76.31,17.5,613.6,643.68,14.563369115205033
808,Новгородская область,2016,77.98,17.5,610.0,889.88,2.9675662143834907
809,Новгородская область,2017,28.47,17.2,603.7,927.49,5.954680523317321
810,Новгородская область,2018,26.43,16.8,597.0,948.07,4.495517554477084
811,Новгородская область,2019,25.4,16.5,592.8,1008.71,5.867911090983463
812,Новгородская область,2020,23.29,18.4,588.3,1039.45,3.8350233634250577
813,Новгородская область,2021,22.5,22.5,581.6,1089.04,2.763360289159164
814,Новгородская область,2022,22.24,17.1,575.9,1104.47,4.012060008948325
815,Новгородская область,2023,21.0,16.1,571.4,1159.0,2.9130756164111578
816,Новосибирская область,2000,78.0,14.2,2715.1,1845.0,2.138468631227547
817,Новосибирская область,2001,74.0,14.5,2703.0,1033.0,1.6205349694487556
818,Новосибирская область,2002,76.0,15.4,2688.5,1028.0,1.8896855412338678
819,Новосибирская область,2003,79.0,15.5,2674.2,1027.0,3.130660232290348
820,Новосибирская область,2004,74.0,15.4,2666.0,844.0,1.7440272912999075
821,Новосибирская область,2005,72.0,16.1,2654.9,922.0,0.9722705833671083
822,Новосибирская область,2006,73.0,15.2,2647.2,937.0,1.9912302893457337
823,Новосибирская область,2007,101.0,14.7,2642.7,885.0,2.437587543826628
824,Новосибирская область,2008,105.0,14.5,2648.9,947.0,4.316732903473872
825,Новосибирская область,2009,98.0,14,2661.6,884.0,4.9773352245720615
826,Новосибирская область,2010,107.0,13.9,2666.5,978.0,2.54787306928783
827,Новосибирская область,2011,94.0,13.6,2688.3,894.0,3.657617111634772
828,Новосибирская область,2012,112.53,13.6,2712.5,1016.09,1.821406186054049
829,Новосибирская область,2013,114.65,13.4,2735.8,821.18,2.6653135281517795
830,Новосибирская область,2014,109.35,13.2,2753.0,903.58,4.05788339575887
831,Новосибирская область,2015,106.96,13.0,2770.0,881.37,4.926229830403559
832,Новосибирская область,2016,96.91,13.0,2788.9,867.94,1.817299768969832
833,Новосибирская область,2017,94.01,12.8,2799.7,849.79,2.0155838147682
834,Новосибирская область,2018,88.9,12.9,2805.8,763.71,1.550529178351685
835,Новосибирская область,2019,85.49,12.7,2812.2,754.0,4.986887197033706
836,Новосибирская область,2020,82.53,15.3,2801.4,747.93,1.5359000599330024
837,Новосибирская область,2021,80.51,16.9,2797.5,864.5,1.0480847648799358
838,Новосибирская область,2022,77.2,13.7,2794.3,975.22,2.995675778745774
839,Новосибирская область,2023,81.0,12.8,2789.5,962.0,2.2959979628558673
840,Омская область,2000,221.0,13.5,2117.3,971.0,10.577856280035803
841,Омская область,2001,229.0,13.6,2094.7,999.0,26.073331415747283
842,Омская область,2002,226.0,14.6,2075.4,1014.0,10.3879888198798
843,Омская область,2003,223.0,14.9,2052.7,1230.0,4.93439682863961
844,Омская область,2004,219.0,15,2034.1,1105.0,2.4879858853270966
845,Омская область,2005,214.0,15.6,2016.3,1052.0,2.484010547107407
846,Омская область,2006,203.0,15,2003.3,1151.0,3.7574191439685154
847,Омская область,2007,207.0,14.8,1993.3,1154.0,2.7847071347177934
848,Омская область,2008,194.0,14.5,1987.7,1288.0,2.940280417287425
849,Омская область,2009,193.0,13.8,1984.0,1159.0,6.994201801227385
850,Омская область,2010,177.0,13.9,1976.6,1202.0,5.052880086895524
851,Омская область,2011,170.0,13.5,1972.3,1258.0,4.17509727109283
852,Омская область,2012,157.81,13.8,1968.8,1453.54,8.338581132824803
853,Омская область,2013,158.98,13.4,1966.1,1399.27,3.953219304954924
854,Омская область,2014,151.79,13.3,1967.8,1294.13,8.952978326934176
855,Омская область,2015,139.41,13.4,1965.5,1313.31,9.456905425852945
856,Омская область,2016,135.85,13.3,1957.1,1345.08,3.729136954569544
857,Омская область,2017,129.88,13.0,1942.0,1271.37,36.98263368092649
858,Омская область,2018,130.46,13.0,1923.6,1223.65,22.513108686484887
859,Омская область,2019,125.47,12.8,1903.6,702.39,23.314212651563103
860,Омская область,2020,126.07,15.8,1878.1,694.44,19.59301963285058
861,Омская область,2021,121.33,18.1,1851.5,693.82,14.934089706839107
862,Омская область,2022,121.19,14.1,1832.1,742.47,31.93049981870197
863,Омская область,2023,124.0,13.1,1818.1,798.0,19.662157014341183
864,Оренбургская область,2000,153.0,14.4,2203.6,1823.0,6.480877824249148
865,Оренбургская область,2001,154.0,14.7,2189.9,1823.0,5.772488120580075
866,Оренбургская область,2002,154.0,15.1,2176.0,1843.0,6.955859103336607
867,Оренбургская область,2003,152.0,15.3,2149.9,1820.0,3.9072545901302487
868,Оренбургская область,2004,150.0,15.1,2122.5,1805.0,5.330819353095509
869,Оренбургская область,2005,149.0,15.7,2093.5,1699.0,6.394123624953199
870,Оренбургская область,2006,144.0,15.2,2067.9,1703.0,7.9071743056005035
871,Оренбургская область,2007,142.0,15,2055.7,1710.0,11.098424318966007
872,Оренбургская область,2008,137.0,15.1,2044.3,1755.0,12.115921214464992
873,Оренбургская область,2009,136.0,14.3,2042.0,1773.0,8.363770045876162
874,Оренбургская область,2010,122.0,14.5,2031.5,1802.0,10.265459830001568
875,Оренбургская область,2011,132.0,14.3,2017.0,1887.0,9.47366239012479
876,Оренбургская область,2012,126.68,14.1,2002.7,1883.33,9.813212060004748
877,Оренбургская область,2013,120.13,14,1988.2,1863.74,11.811528437069919
878,Оренбургская область,2014,115.91,14.4,1973.9,1742.57,13.429290951987188
879,Оренбургская область,2015,109.48,14.3,1960.6,1672.01,8.897174713447278
880,Оренбургская область,2016,107.54,13.8,1948.8,1713.09,8.545707107837423
881,Оренбургская область,2017,105.15,13.6,1930.5,1731.2,5.096333638117856
882,Оренбургская область,2018,102.13,13.6,1909.9,1739.24,3.83174644082861
883,Оренбургская область,2019,95.9,13.4,1898.4,1940.96,2.328494779990008
884,Оренбургская область,2020,93.97,16.8,1879.3,1814.87,8.177835642735559
885,Оренбургская область,2021,97.33,19.5,1855.8,1934.96,8.64608371674725
886,Оренбургская область,2022,96.37,13.8,1841.4,1945.54,2.667971645569105
887,Оренбургская область,2023,99.0,13.7,1828.7,2010.0,6.014164522107384
888,Орловская область,2000,85.0,17.7,876.7,543.0,1.8943178946608425
889,Орловская область,2001,86.0,18,867.6,27.0,1.247017172975008
890,Орловская область,2002,80.0,18.6,858.3,390.0,0.6554992792519926
891,Орловская область,2003,79.0,18.8,847.1,352.0,0.5994870856338819
892,Орловская область,2004,78.0,18.8,835.2,356.0,0.104946972675127
893,Орловская область,2005,68.0,18.8,822.1,362.0,0.29296433561042384
894,Орловская область,2006,70.0,18.2,811.4,391.0,0.6986895385299128
895,Орловская область,2007,63.0,17.8,805.2,384.0,0.2378821600701416
896,Орловская область,2008,61.0,17.6,798.9,369.0,0.10737571881216387
897,Орловская область,2009,60.0,17,793.1,366.0,0.459480753357845
898,Орловская область,2010,50.0,17.4,785.6,323.0,1.1080570300207069
899,Орловская область,2011,54.0,16.3,780.9,383.0,1.3460855408077244
900,Орловская область,2012,52.84,16.4,775.1,347.83,3.177295226935481
901,Орловская область,2013,54.42,16.3,768.9,320.06,0.2520009466191739
902,Орловская область,2014,54.22,16.4,763.8,321.14,6.107998713808386
903,Орловская область,2015,51.26,16.4,757.9,316.57,2.413767618670761
904,Орловская область,2016,52.25,16.5,752.6,571.87,0.6669916104908893
905,Орловская область,2017,51.73,15.8,744.7,2698.03,3.2911343276865885
906,Орловская область,2018,56.62,15.9,736.5,3390.97,1.2169012830552133
907,Орловская область,2019,46.51,15.4,730.2,1989.44,2.066016989705073
908,Орловская область,2020,45.63,18.5,721.0,1587.15,4.156892037257714
909,Орловская область,2021,43.68,20.9,710.0,959.83,2.5575456718837626
910,Орловская область,2022,43.57,17.2,700.3,972.85,1.4123392949252394
911,Орловская область,2023,45.0,15.7,692.5,972.0,1.433533373261062
912,Пензенская область,2000,144.0,17,1484.1,96.0,0.6327050958217513
913,Пензенская область,2001,149.0,16.7,1466.2,88.0,1.038168994606555
914,Пензенская область,2002,148.0,17.6,1449.2,82.0,0.7517406074467727
915,Пензенская область,2003,143.0,17.9,1440.0,83.0,0.9088263720732049
916,Пензенская область,2004,147.0,17.9,1431.0,77.0,1.3941321382576615
917,Пензенская область,2005,139.0,18.1,1420.1,75.0,1.8510274640377502
918,Пензенская область,2006,137.0,17,1411.7,77.0,0.2535442824165306
919,Пензенская область,2007,128.0,15.9,1405.4,84.0,8.790720714669533
920,Пензенская область,2008,124.0,16.1,1398.1,84.0,0.5834029970267806
921,Пензенская область,2009,116.0,15.6,1392.4,81.0,0.6602366679779407
922,Пензенская область,2010,111.0,15.9,1384.0,68.0,1.629821562474044
923,Пензенская область,2011,108.0,15.2,1375.2,84.0,0.7337873451508239
924,Пензенская область,2012,105.19,15,1365.8,81.72,0.2102828566963588
925,Пензенская область,2013,100.45,14.7,1356.6,81.15,0.8144971394425611
926,Пензенская область,2014,95.43,14.8,1350.8,71.18,0.3898201692393307
927,Пензенская область,2015,92.02,14.9,1342.6,75.87,2.7209055697661073
928,Пензенская область,2016,93.88,14.6,1334.3,77.32,0.9791094802575349
929,Пензенская область,2017,92.69,14.2,1323.2,76.8,0.9955296293676653
930,Пензенская область,2018,92.35,14.6,1308.1,73.37,2.1872852187693947
931,Пензенская область,2019,90.54,14.1,1294.5,77.2,0.448273225050059
932,Пензенская область,2020,96.03,17.6,1278.8,73.78,0.9222513714315653
933,Пензенская область,2021,97.42,20.1,1261.1,66.32,1.3494180322071674
934,Пензенская область,2022,95.8,15.6,1246.6,69.68,0.4679503883970851
935,Пензенская область,2023,98.0,14.8,1236.1,69.0,0.6499486800359573
936,Пермский край,2000,401.0,16.2,2858.6,1913.0,11.201251468074515
937,Пермский край,2001,390.0,16.5,2837.1,2010.0,11.315248969745221
938,Пермский край,2002,378.0,18,2813.8,1847.0,8.94472488783824
939,Пермский край,2003,380.0,18.3,2783.0,1952.0,18.06173387545711
940,Пермский край,2004,340.0,17.7,2751.6,1941.0,7.149192023757358
941,Пермский край,2005,317.0,18.1,2718.8,2012.0,3.667879414544358
942,Пермский край,2006,302.0,16.7,2691.6,1934.0,10.066977599349194
943,Пермский край,2007,279.0,15.9,2674.0,2076.0,17.15851720259476
944,Пермский край,2008,367.0,15.8,2660.4,2178.0,13.224493371094406
945,Пермский край,2009,314.0,15.3,2648.7,2027.0,11.687000480705553
946,Пермский край,2010,313.0,15.3,2633.5,2020.0,7.326520485404983
947,Пермский край,2011,397.0,14.7,2628.6,2108.0,3.8681344423903266
948,Пермский край,2012,406.93,14.2,2629.5,1968.69,10.089389960535494
949,Пермский край,2013,410.46,14.1,2628.3,1500.9,12.761646387153677
950,Пермский край,2014,397.81,14.0,2626.0,1685.81,79.20544072944897
951,Пермский край,2015,382.97,14.2,2620.8,1640.99,49.90973512105836
952,Пермский край,2016,357.78,13.9,2615.9,1613.49,8.450900374161098
953,Пермский край,2017,317.13,13.4,2604.4,1868.02,5.843898859464345
954,Пермский край,2018,211.96,13.6,2589.2,2090.76,8.823740360437437
955,Пермский край,2019,209.51,13.3,2574.7,1992.3,7.507015831447365
956,Пермский край,2020,194.19,15.7,2550.7,1985.95,6.785026193694384
957,Пермский край,2021,156.92,17.4,2525.1,2099.43,10.83919396685085
958,Пермский край,2022,134.62,13.9,2508.4,2140.76,13.357842956137619
959,Пермский край,2023,124.0,13.3,2495.3,2201.0,18.41014943884487
960,Приморский край,2000,459.0,13.9,2120.5,1970.0,1.549351329151131
961,Приморский край,2001,436.0,14.1,2085.7,2095.0,2.503053163632269
962,Приморский край,2002,418.0,14.9,2067.4,2269.0,1.5639512848501997
963,Приморский край,2003,389.0,15.6,2048.6,2126.0,2.967079710090276
964,Приморский край,2004,346.0,15.8,2028.4,2058.0,3.5327518973927305
965,Приморский край,2005,348.0,16.3,2006.5,2058.0,2.0977594973403644
966,Приморский край,2006,337.0,15,1988.6,1941.0,8.080772679109952
967,Приморский край,2007,339.0,14.7,1977.4,1806.0,4.29805042746063
968,Приморский край,2008,340.0,14.7,1969.6,1868.0,2.5336792785689894
969,Приморский край,2009,337.0,14,1965.2,1769.0,6.146708087091294
970,Приморский край,2010,371.0,14.3,1953.5,1846.0,21.03952755932278
971,Приморский край,2011,336.0,14.1,1948.4,2068.0,29.24169781569911
972,Приморский край,2012,317.95,13.7,1943.3,2121.04,73.17279452717747
973,Приморский край,2013,284.84,13.5,1932.6,1991.76,4.494551182313175
974,Приморский край,2014,290.4,13.5,1925.0,2029.59,6.683742643087187
975,Приморский край,2015,290.92,13.5,1918.5,2121.48,9.387469431511466
976,Приморский край,2016,275.68,13.7,1910.4,1838.33,3.1433918259635534
977,Приморский край,2017,268.25,13.4,1898.5,1837.09,4.72343078459391
978,Приморский край,2018,265.95,13.6,1886.3,1972.58,4.335335228339078
979,Приморский край,2019,258.9,13.7,1877.7,1978.7,8.711954122330912
980,Приморский край,2020,260.96,15.6,1858.2,1746.83,12.140606541213012
981,Приморский край,2021,250.66,17.2,1841.9,1915.99,8.527347510282663
982,Приморский край,2022,243.51,15.0,1820.1,2080.37,9.855338969953753
983,Приморский край,2023,238.0,14.1,1806.4,1892.0,5.123597756507033
984,Псковская область,2000,73.0,22.3,781.8,12.0,4.9355147754173645
985,Псковская область,2001,73.0,22.8,769.7,15.0,1.2029726681396102
986,Псковская область,2002,74.0,23.8,758.1,15.0,1.1484756565652374
987,Псковская область,2003,73.0,24.9,746.8,12.0,1.4906946460303032
988,Псковская область,2004,69.0,24.2,734.5,12.0,0.41690864418137147
989,Псковская область,2005,61.0,24.6,720.8,12.0,0.5043010726192558
990,Псковская область,2006,60.0,23.4,708.2,11.0,0.9102903143695994
991,Псковская область,2007,57.0,21,699.6,8.0,3.1444773471903886
992,Псковская область,2008,57.0,21.8,690.3,6.0,5.874852626522859
993,Псковская область,2009,54.0,21.1,681.9,6.0,1.3218875840949096
994,Псковская область,2010,52.0,21.2,671.3,3.6,0.897480072588611
995,Псковская область,2011,45.0,19.4,665.4,3.3,0.38043353880903696
996,Псковская область,2012,39.79,19.6,658.3,4.52,0.1083707199144564
997,Псковская область,2013,38.84,18.7,651.8,4.44,2.581355154774923
998,Псковская область,2014,36.96,18.6,644.7,4.31,0.8233467069814319
999,Псковская область,2015,35.39,18.4,638.6,2.14,0.5980944916241187
1000,Псковская область,2016,37.18,18.2,632.8,3.18,0.47267033109912243
1001,Псковская область,2017,37.06,17.7,625.8,3.14,0.031659593351183936
1002,Псковская область,2018,33.6,17.5,617.5,3.15,0.006551198111218761
1003,Псковская область,2019,35.09,17.2,612.5,3.01,0.19821457360777073
1004,Псковская область,2020,33.9,19.5,605.1,3.01,1.662933622526538
1005,Псковская область,2021,32.54,22.3,596.9,2.99,0.8055205131121187
1006,Псковская область,2022,31.59,18.3,587.8,2.84,0.8336669630539999
1007,Псковская область,2023,34.0,17.0,581.1,3.0,0.1395878787878788
1008,Республика Адыгея (Адыгея),2000,50.0,15,447.3,7.0,0.4348865859844916
1009,Республика Адыгея (Адыгея),2001,35.0,14.7,446.6,32.0,0.16862898611822097
1010,Республика Адыгея (Адыгея),2002,35.0,15,446.8,30.0,0.6442559324390953
1011,Республика Адыгея (Адыгея),2003,24.0,15.5,444.8,30.0,14.06049160854071
1012,Республика Адыгея (Адыгея),2004,24.0,15,443.3,30.0,1.3039093266737105
1013,Республика Адыгея (Адыгея),2005,24.0,15.2,441.0,29.0,8.384118949327917
1014,Республика Адыгея (Адыгея),2006,23.0,15.2,438.6,29.0,4.3599023300713595
1015,Республика Адыгея (Адыгея),2007,21.0,14.7,437.9,29.0,22.79250200274367
1016,Республика Адыгея (Адыгея),2008,21.0,15,439.4,29.0,37.92889877789585
1017,Республика Адыгея (Адыгея),2009,29.0,14.1,439.8,29.0,20.343808342266602
1018,Республика Адыгея (Адыгея),2010,29.0,14.1,439.9,28.0,4.410302047908125
1019,Республика Адыгея (Адыгея),2011,28.0,13.7,445.0,28.0,4.929819218249643
1020,Республика Адыгея (Адыгея),2012,28.39,13.2,449.7,27.91,10.231420481344678
1021,Республика Адыгея (Адыгея),2013,25.78,12.9,454.4,27.9,6.991602022514087
1022,Республика Адыгея (Адыгея),2014,24.42,13.0,460.0,27.9,13.724883467222057
1023,Республика Адыгея (Адыгея),2015,25.78,12.6,465.2,27.9,6.625257988755249
1024,Республика Адыгея (Адыгея),2016,25.51,12.5,469.9,27.62,3.9519270998697364
1025,Республика Адыгея (Адыгея),2017,23.15,12.1,472.6,27.64,7.484133820051133
1026,Республика Адыгея (Адыгея),2018,24.66,11.8,476.6,27.64,1.219863323157872
1027,Республика Адыгея (Адыгея),2019,23.46,11.7,487.5,27.64,0.0
1028,Республика Адыгея (Адыгея),2020,23.53,12.6,490.4,27.66,0.0
1029,Республика Адыгея (Адыгея),2021,23.63,14.8,498.3,27.66,0.0
1030,Республика Адыгея (Адыгея),2022,24.09,12.3,498.0,27.66,0.0
1031,Республика Адыгея (Адыгея),2023,23.0,10.5,500.6,28.0,0.0
1032,Республика Алтай,2000,0.55,13,203.0,11.0,0.00606392694063927
1033,Республика Алтай,2001,0.55,14.1,202.9,12.0,0.0
1034,Республика Алтай,2002,0.42,15.1,203.0,10.0,0.0
1035,Республика Алтай,2003,0.67,15.6,202.5,10.0,0.0
1036,Республика Алтай,2004,0.36,14.9,202.3,11.0,0.0
1037,Республика Алтай,2005,0.5,15.7,201.7,11.0,0.0
1038,Республика Алтай,2006,0.37,14.1,201.8,12.0,0.0
1039,Республика Алтай,2007,0.42,12.7,203.1,14.0,0.0
1040,Республика Алтай,2008,0.46,12.5,204.7,15.0,0.0
1041,Республика Алтай,2009,0.26,12.2,205.4,13.0,0.0
1042,Республика Алтай,2010,0.3,12.2,206.5,16.0,0.21141303134363681
1043,Республика Алтай,2011,0.3,12.2,207.4,12.0,11.278657205240174
1044,Республика Алтай,2012,0.31,11.6,208.3,18.9,7.9880077255079724
1045,Республика Алтай,2013,0.24,11.5,208.6,13.32,7.388898794782896
1046,Республика Алтай,2014,0.35,11.3,209.7,5.75,8.39140179475861
1047,Республика Алтай,2015,0.39,11.2,210.1,6.26,5.1621545474165025
1048,Республика Алтай,2016,0.38,10.2,211.0,8.28,13.77757726905717
1049,Республика Алтай,2017,0.32,10.0,211.1,9.4,17.511318759397877
1050,Республика Алтай,2018,0.31,10.4,210.9,20.54,6.964123885228983
1051,Республика Алтай,2019,0.33,10.5,211.3,16.28,4.646239310248142
1052,Республика Алтай,2020,0.38,11.8,211.2,9.17,3.6059684204497
1053,Республика Алтай,2021,0.31,13.5,210.8,6.74,3.0423252730381383
1054,Республика Алтай,2022,0.29,11.6,210.8,14.18,4.022880607588084
1055,Республика Алтай,2023,0.3,10.7,210.8,19.0,10.1151320192179
1056,Республика Башкортостан,2000,457.0,13,4115.2,5611.0,13.830052713178294
1057,Республика Башкортостан,2001,447.0,13.4,4108.3,5442.0,22.07959284874125
1058,Республика Башкортостан,2002,426.0,14.1,4102.3,4941.0,19.56334678788898
1059,Республика Башкортостан,2003,408.0,14.2,4094.2,4896.0,13.332116474319784
1060,Республика Башкортостан,2004,392.0,14.1,4081.3,4994.0,15.310554999901882
1061,Республика Башкортостан,2005,388.0,14.2,4066.3,5191.0,15.671511202120286
1062,Республика Башкортостан,2006,383.0,13.6,4053.4,5388.0,17.541596117859296
1063,Республика Башкортостан,2007,383.0,13.6,4054.8,5575.0,16.96037668410405
1064,Республика Башкортостан,2008,381.0,13.7,4059.4,5185.0,12.766612966124251
1065,Республика Башкортостан,2009,359.0,13.1,4068.5,5013.0,8.22394036100907
1066,Республика Башкортостан,2010,341.0,13.4,4072.1,5317.0,11.596428124061104
1067,Республика Башкортостан,2011,321.0,13.4,4072.6,5349.0,7.378692032803429
1068,Республика Башкортостан,2012,311.23,13.2,4078.0,5336.5,6.4601065561518745
1069,Республика Башкортостан,2013,305.1,13.1,4095.3,5117.32,15.265106819953937
1070,Республика Башкортостан,2014,297.86,13.0,4105.8,4761.25,17.63813759791189
1071,Республика Башкортостан,2015,277.11,13.1,4114.0,4850.31,20.36103868583151
1072,Республика Башкортостан,2016,283.24,12.7,4118.8,5200.23,28.98415842336388
1073,Республика Башкортостан,2017,259.98,12.2,4122.7,5098.98,16.859919482070005
1074,Республика Башкортостан,2018,243.33,12.2,4118.0,5046.97,11.65871768335406
1075,Республика Башкортостан,2019,236.02,11.9,4112.900000000001,5272.13,7.9556359799807215
1076,Республика Башкортостан,2020,175.52,14.7,4096.1,4926.53,21.520789555030348
1077,Республика Башкортостан,2021,174.48,16.1,4091.6,5239.65,9.677743867792824
1078,Республика Башкортостан,2022,166.78,11.9,4077.6,5399.77,12.432538087025648
1079,Республика Башкортостан,2023,170.0,11.7,4064.3,5398.0,9.29971327530229
1080,Республика Бурятия,2000,120.0,13.1,996.9,151.0,5.954061507798558
1081,Республика Бурятия,2001,121.0,14,987.3,139.0,3.954035065552567
1082,Республика Бурятия,2002,70.0,14.6,979.6,140.0,4.667531576238304
1083,Республика Бурятия,2003,67.0,15.4,974.6,228.0,2.830149826710836
1084,Республика Бурятия,2004,66.0,15.3,971.0,259.0,1.766108403670299
1085,Республика Бурятия,2005,61.0,15.6,966.9,271.0,3.083119195759342
1086,Республика Бурятия,2006,52.0,14.4,964.6,329.0,6.186513492177721
1087,Республика Бурятия,2007,50.0,13.3,965.2,276.0,2.1121442266525197
