,Регион,Год,V_сточ_вод_млн_м3,Коэф_смерт_насел,Числ_насел,Оборот_вод_млн_м3,Инвест_в_ООС_норм
358,Кабардино-Балкарская Республика,2022,29.42,8.7,903.3,3.57,0.17276732907727882
359,Кабардино-Балкарская Республика,2023,25.0,7.5,905.5,4.0,0.0
360,Калининградская область,2000,152.0,15.2,957.5,128.0,1.1162586999738089
361,Калининградская область,2001,150.0,16.1,955.4,155.0,0.6144052067608701
362,Калининградская область,2002,151.0,17.3,954.1,171.0,5.246770338207839
363,Калининградская область,2003,150.0,18,947.9,174.0,7.698389783928637
364,Калининградская область,2004,147.0,18.2,942.1,180.0,6.310078870539021
365,Калининградская область,2005,139.0,18.2,936.6,173.0,7.616132437901404
366,Калининградская область,2006,131.0,16.5,934.3,288.0,21.818754744824204
367,Калининградская область,2007,116.0,15.4,935.3,255.0,15.481905150989002
368,Калининградская область,2008,103.0,15.3,936.6,255.0,7.8279011104683685
369,Калининградская область,2009,87.0,14.6,938.6,252.0,8.309010875438592
370,Калининградская область,2010,88.0,14.2,941.8,222.0,5.550061788278976
371,Калининградская область,2011,91.0,13.3,947.0,457.0,5.04184232015296
372,Калининградская область,2012,103.05,13.2,955.3,443.92,11.44960860894509
373,Калининградская область,2013,102.18,13.1,964.0,480.63,5.460020957947092
374,Калининградская область,2014,102.82,13.2,970.1,495.4,3.2335715147619317
375,Калининградская область,2015,106.74,13.2,977.8,444.07,10.327226739801715
376,Калининградская область,2016,111.06,12.5,987.9,483.64,4.056007397836799
377,Калининградская область,2017,111.12,12.5,996.5,485.96,3.4582504249149726
378,Калининградская область,2018,100.27,12.2,1004.5,487.04,3.032430006422024
379,Калининградская область,2019,106.85,11.8,1015.3,484.97,0.17318896664409258
380,Калининградская область,2020,104.7,13.2,1021.6,485.07,0.7368792043562921
381,Калининградская область,2021,90.83,15.6,1031.0,485.37,1.8753732753290526
382,Калининградская область,2022,88.12,12.7,1032.3,483.1,0.2645487661644677
383,Калининградская область,2023,97.0,11.8,1033.9,484.0,1.8144693003452979
384,Калужская область,2000,109.0,18.1,1060.3,144.0,2.0443286073471025
385,Калужская область,2001,113.0,18.3,1049.6,141.0,2.7688763339610794
386,Калужская область,2002,112.0,18.8,1038.6,156.0,1.8919832310081512
387,Калужская область,2003,108.0,19,1031.7,142.0,3.189395134927971
388,Калужская область,2004,105.0,18.6,1027.6,144.0,8.826546975711196
389,Калужская область,2005,99.0,19.1,1023.3,145.0,4.254252408958493
390,Калужская область,2006,99.0,17.5,1020.2,144.0,3.4612706832810027
391,Калужская область,2007,98.0,17.1,1017.7,144.0,3.814506252849315
392,Калужская область,2008,96.0,17.1,1015.6,144.0,3.2196438165250836
393,Калужская область,2009,95.0,16.5,1015.0,141.0,4.486405917928879
394,Калужская область,2010,92.0,16.5,1009.2,142.0,4.9972688417312074
395,Калужская область,2011,88.0,15.4,1013.8,141.0,4.56846930125368
396,Калужская область,2012,83.86,15.6,1016.7,142.47,6.08390480711051
397,Калужская область,2013,93.03,15,1020.9,135.62,16.94088737574315
398,Калужская область,2014,89.54,15.0,1032.1,122.51,14.778135419554337
399,Калужская область,2015,86.42,14.7,1037.0,95.88,16.163202464792878
400,Калужская область,2016,84.02,14.6,1047.4,74.22,3.073720584288224
401,Калужская область,2017,72.4,14.3,1050.5,162.94,6.645818587580199
402,Калужская область,2018,71.49,14.3,1053.4,175.09,10.244369840999054
403,Калужская область,2019,71.36,13.9,1052.2,166.84,3.8387189366624233
404,Калужская область,2020,71.86,16.4,1056.0,163.42,6.380092180792239
405,Калужская область,2021,72.07,18.3,1073.3,168.79,6.784879212045495
406,Калужская область,2022,72.86,14.2,1070.9,155.11,3.515457074856949
407,Калужская область,2023,73.0,13.2,1068.4,156.0,7.770454062097878
408,Камчатский край,2000,34.0,11,366.4,57.0,0.2637163946264477
409,Камчатский край,2001,36.0,11.8,361.7,45.0,2.7941489338607224
410,Камчатский край,2002,35.0,11.5,357.9,52.0,2.014651165486305
411,Камчатский край,2003,35.0,12.3,350.5,58.0,31.574841160453158
412,Камчатский край,2004,29.0,12.4,343.9,24.0,1.9958280330000882
413,Камчатский край,2005,29.0,12.9,336.6,27.0,1.6866669850344405
414,Камчатский край,2006,32.0,11.8,330.8,27.0,0.6007861752892918
415,Камчатский край,2007,41.0,11.7,327.9,24.0,1.1337110755968811
416,Камчатский край,2008,47.0,12,325.2,26.0,1.0016505189822527
417,Камчатский край,2009,46.0,12.5,323.1,19.0,0.7228622869894509
418,Камчатский край,2010,46.0,12.6,321.7,10.0,0.0
419,Камчатский край,2011,38.0,12.1,318.3,13.0,8.674196224904023
420,Камчатский край,2012,31.56,11.8,316.8,12.43,7.435102623207891
421,Камчатский край,2013,28.89,11.5,314.3,11.22,8.120654749407636
422,Камчатский край,2014,25.77,11.8,309.8,9.5,6.68680054307968
423,Камчатский край,2015,25.43,11.8,306.8,9.44,0.9727814746232716
424,Камчатский край,2016,22.74,11.9,303.5,14.81,4.6141482701224055
425,Камчатский край,2017,27.24,11.4,302.5,15.3,1.9653056618129159
426,Камчатский край,2018,27.28,11.8,299.9,10.66,1.323113357220732
427,Камчатский край,2019,26.46,11.6,296.4,10.32,0.46623836802609603
428,Камчатский край,2020,24.55,13.5,293.3,10.2,8.068885879740673
429,Камчатский край,2021,24.73,15.3,292.6,9.41,7.472691259409333
430,Камчатский край,2022,22.57,13.2,288.7,9.26,12.787035235390213
431,Камчатский край,2023,23.0,11.8,288.9,10.0,7.182813571729283
432,Карачаево-Черкесская Республика,2000,61.0,11.3,440.6,76.0,0.03552137691110501
433,Карачаево-Черкесская Республика,2001,62.0,11.2,439.8,74.0,0.28617846221057225
434,Карачаево-Черкесская Республика,2002,55.0,11.9,438.9,70.0,5.0357711661536975
435,Карачаево-Черкесская Республика,2003,57.0,12.3,444.4,74.0,0.2433564728118386
436,Карачаево-Черкесская Республика,2004,59.0,11.3,450.2,67.0,1.3116277652507768
437,Карачаево-Черкесская Республика,2005,53.0,11.3,454.5,62.0,18.51078968925456
438,Карачаево-Черкесская Республика,2006,55.0,10.7,461.6,61.0,9.307010717924687
439,Карачаево-Черкесская Республика,2007,53.0,10,466.4,61.0,13.559915106462757
440,Карачаево-Черкесская Республика,2008,54.0,10.1,470.1,61.0,7.1107850658841585
441,Карачаево-Черкесская Республика,2009,53.0,10,473.8,60.0,1.3134633177915256
442,Карачаево-Черкесская Республика,2010,51.0,10,477.4,27.0,0.4500876258547816
443,Карачаево-Черкесская Республика,2011,47.0,9.9,474.8,28.0,0.11843352872263316
444,Карачаево-Черкесская Республика,2012,45.01,9.8,472.3,28.81,9.371260779294218
445,Карачаево-Черкесская Республика,2013,43.09,9.5,470.5,26.68,12.274087610011707
446,Карачаево-Черкесская Республика,2014,41.4,9.7,470.0,26.54,10.398413509963783
447,Карачаево-Черкесская Республика,2015,41.58,9.6,469.8,26.84,0.0
448,Карачаево-Черкесская Республика,2016,41.92,9.5,469.3,26.18,13.546768702934623
449,Карачаево-Черкесская Республика,2017,42.23,9.1,469.9,25.85,1.7238127917878923
450,Карачаево-Черкесская Республика,2018,44.85,8.9,469.9,25.74,0.07424954425055898
451,Карачаево-Черкесская Республика,2019,43.03,9.0,470.4,25.72,0.0
452,Карачаево-Черкесская Республика,2020,42.64,10.7,470.3,26.46,0.0
453,Карачаево-Черкесская Республика,2021,47.92,12.0,469.1,26.99,0.0
454,Карачаево-Черкесская Республика,2022,46.05,9.4,468.4,26.98,0.0
455,Карачаево-Черкесская Республика,2023,44.0,8.4,468.3,26.0,0.0
456,Кемеровская область — Кузбасс,2000,787.0,16.7,2942.3,4760.0,7.622731693792608
457,Кемеровская область — Кузбасс,2001,778.0,16.9,2917.8,4843.0,5.673548904131978
458,Кемеровская область — Кузбасс,2002,759.0,17.7,2893.4,4822.0,1.8880143246714995
459,Кемеровская область — Кузбасс,2003,718.0,18.4,2862.1,4653.0,2.4672913971902286
460,Кемеровская область — Кузбасс,2004,708.0,18,2833.0,4383.0,3.6570346311492177
461,Кемеровская область — Кузбасс,2005,695.0,18.9,2805.9,4582.0,6.4394282046351385
462,Кемеровская область — Кузбасс,2006,733.0,17.5,2786.0,5028.0,5.0126179609865975
463,Кемеровская область — Кузбасс,2007,767.0,16.8,2780.2,4998.0,6.23981989546591
464,Кемеровская область — Кузбасс,2008,782.0,16.6,2776.4,5038.0,4.213863506961863
465,Кемеровская область — Кузбасс,2009,746.0,16.2,2773.0,4661.0,5.592939610622785
466,Кемеровская область — Кузбасс,2010,700.0,16.1,2761.3,4524.0,2.7251473003758178
467,Кемеровская область — Кузбасс,2011,661.0,15.5,2749.7,4759.0,3.5412602050270605
468,Кемеровская область — Кузбасс,2012,572.06,15.2,2740.2,5114.46,9.508804149234798
469,Кемеровская область — Кузбасс,2013,597.91,14.5,2730.8,5043.35,9.012349268396385
470,Кемеровская область — Кузбасс,2014,478.26,14.6,2720.3,4765.56,13.85052711083689
471,Кемеровская область — Кузбасс,2015,462.13,14.5,2711.9,4894.92,10.089401092363817
472,Кемеровская область — Кузбасс,2016,443.99,14.4,2702.0,4890.7,8.060351875117133
473,Кемеровская область — Кузбасс,2017,432.77,14.2,2687.0,4895.42,13.787241736431115
474,Кемеровская область — Кузбасс,2018,355.07,14.5,2665.3,4789.56,11.164562909198297
475,Кемеровская область — Кузбасс,2019,300.65,14.3,2647.7,4956.01,23.238469501028106
476,Кемеровская область — Кузбасс,2020,264.77,16.3,2622.3,4653.68,21.912688547093797
477,Кемеровская область — Кузбасс,2021,225.07,18.3,2592.0,4436.52,11.68462198044063
478,Кемеровская область — Кузбасс,2022,203.81,14.9,2568.2,4107.36,18.965411512700804
479,Кемеровская область — Кузбасс,2023,212.0,13.9,2547.7,4152.0,16.261413015465184
480,Кировская область,2000,179.0,16.8,1536.8,1066.0,2.577275292356001
481,Кировская область,2001,176.0,17,1518.4,1029.0,1.976112136981702
482,Кировская область,2002,171.0,19,1499.0,1075.0,1.5164564915496397
483,Кировская область,2003,171.0,19.6,1472.5,1136.0,1.851535924755778
484,Кировская область,2004,167.0,19,1445.3,1145.0,0.8607448851727288
485,Кировская область,2005,132.0,19.3,1418.7,1056.0,0.2912384117412651
486,Кировская область,2006,159.0,18,1396.0,1129.0,1.8262472551987643
487,Кировская область,2007,147.0,17.2,1379.4,1147.0,1.8541507800353605
488,Кировская область,2008,147.0,17.5,1365.0,1084.0,1.2444157396237476
489,Кировская область,2009,139.0,17.1,1352.7,1061.0,2.517965600360303
490,Кировская область,2010,205.0,16.7,1338.8,1103.0,2.3668828908280726
491,Кировская область,2011,176.0,15.9,1319.7,1028.0,4.381370362499008
492,Кировская область,2012,170.65,15.8,1302.5,1058.86,5.9426676719164115
493,Кировская область,2013,169.13,15.6,1286.0,1097.29,2.2821983089176423
494,Кировская область,2014,146.31,15.5,1271.0,1040.99,1.9567904052668077
495,Кировская область,2015,131.93,15.6,1257.0,997.76,2.343383098681389
496,Кировская область,2016,127.28,15.4,1243.5,1018.3,4.281434792676261
497,Кировская область,2017,85.94,15.1,1227.9,952.53,3.085236307340611
498,Кировская область,2018,79.04,15.6,1209.6,1101.19,2.9026581990032994
499,Кировская область,2019,110.57,15.1,1192.5,1102.45,5.6720470015866225
500,Кировская область,2020,110.2,17.9,1172.8,1014.08,4.091525615019443
501,Кировская область,2021,105.81,20.9,1149.2,990.71,3.054506344217956
502,Кировская область,2022,105.09,16.6,1138.1,1027.49,5.344454999412144
503,Кировская область,2023,81.0,15.1,1129.9,963.0,1.6042666015310716
504,Костромская область,2000,64.0,18.9,754.0,201.0,4.048384967171201
505,Костромская область,2001,63.0,19.9,743.9,210.0,2.884008730283734
506,Костромская область,2002,57.0,21.1,734.5,177.0,4.566426102670607
507,Костромская область,2003,64.0,21.7,723.1,184.0,5.126279380710694
508,Костромская область,2004,65.0,21.3,712.0,185.0,20.314919788077507
509,Костромская область,2005,64.0,21.3,699.8,188.0,2.217448030310151
510,Костромская область,2006,66.0,19.2,689.8,277.0,2.6919234385320627
511,Костромская область,2007,64.0,18.1,683.4,247.0,1.419565177685372
512,Костромская область,2008,65.0,18.4,677.8,341.0,0.9423659963450464
513,Костромская область,2009,61.0,17.6,672.9,232.0,0.551617002890243
514,Костромская область,2010,47.0,17.7,666.4,124.0,0.21953374428186084
515,Костромская область,2011,46.0,16.6,657.8000000000001,97.0,2.919253912807876
516,Костромская область,2012,47.44,16.2,651.1,128.53,0.9048657754027044
517,Костромская область,2013,40.54,16.3,644.6,252.57,0.43023136202405626
518,Костромская область,2014,37.06,16.2,638.7,420.67,1.051669205317195
519,Костромская область,2015,36.41,16.5,631.8,404.38,0.3125050597895875
520,Костромская область,2016,35.79,16.2,624.5,394.62,0.6082905517458941
521,Костромская область,2017,35.38,15.5,615.7,204.49,0.43259613100440597
522,Костромская область,2018,33.91,15.6,605.7,205.75,1.837848236484616
523,Костромская область,2019,35.23,15.5,598.0,586.27,0.6993475660553798
524,Костромская область,2020,36.81,17.7,589.2,607.86,0.9062284281193704
525,Костромская область,2021,39.3,21.6,578.0,729.53,7.519546842930329
526,Костромская область,2022,38.08,17.1,571.9,750.05,2.0221566207403967
527,Костромская область,2023,33.0,15.5,566.3,749.0,6.440587915506132
528,Краснодарский край,2000,1076.0,15.2,5132.8,1079.0,1.9377532811231772
529,Краснодарский край,2001,1039.0,15.1,5131.6,870.0,4.104114634929051
530,Краснодарский край,2002,986.0,15.7,5119.8,1026.0,12.910033454647
531,Краснодарский край,2003,1252.0,15.7,5114.9,1096.0,1.1710675858073627
532,Краснодарский край,2004,1226.0,15.3,5118.9,1078.0,1.2664799460244702
533,Краснодарский край,2005,795.0,15.6,5127.3,1195.0,2.0733553607140003
534,Краснодарский край,2006,907.0,14.7,5142.9,1220.0,2.24029844362246
535,Краснодарский край,2007,887.0,14.3,5170.7,1198.0,1.4142194065422802
536,Краснодарский край,2008,858.0,14.1,5194.4,1216.0,0.9005266136383117
537,Краснодарский край,2009,820.0,13.5,5214.2,1193.0,1.5866529294862262
538,Краснодарский край,2010,863.0,13.5,5230.0,1475.0,1.8383704732938095
539,Краснодарский край,2011,920.0,13.5,5297.2,1903.0,2.720486227163109
540,Краснодарский край,2012,891.89,13.1,5356.1,1885.47,1.1417607497080489
541,Краснодарский край,2013,839.32,12.7,5443.4,1836.97,0.9696328332258247
542,Краснодарский край,2014,832.89,12.8,5505.8,1706.32,6.704347453137785
543,Краснодарский край,2015,857.77,12.9,5579.7,1764.48,2.6380596325205303
544,Краснодарский край,2016,900.88,12.7,5650.2,1776.64,1.2413131954660779
545,Краснодарский край,2017,765.93,12.3,5695.9,1982.22,0.7787898698864312
546,Краснодарский край,2018,718.03,11.8,5753.799999999999,1485.32,0.7877014243081416
547,Краснодарский край,2019,732.17,12.1,5794.1,1887.65,0.5658004747992835
548,Краснодарский край,2020,518.52,14.2,5815.6,1677.11,1.3939328475906185
549,Краснодарский край,2021,672.19,16.5,5832.0,1779.62,13.882636234540028
550,Краснодарский край,2022,800.87,13.5,5819.3,1544.44,11.95554894469444
551,Краснодарский край,2023,34.0,12.3,5833.0,371.0,8.449117944625732
552,Красноярский край,2000,617.0,14.8,3000.9,3225.0,10.477483978353016
553,Красноярский край,2001,620.0,14.6,2981.8,3053.0,9.778456269317518
554,Красноярский край,2002,611.0,15.3,2961.9,3162.0,10.24879943236842
555,Красноярский край,2003,578.0,15.8,2931.9,3190.0,18.783695050361715
556,Красноярский край,2004,531.0,15.2,2901.9,2980.0,19.82108833913753
557,Красноярский край,2005,531.0,15.8,2869.3,3064.0,23.447767062532165
558,Красноярский край,2006,462.0,14.1,2845.4,3063.0,8.653686348733421
559,Красноярский край,2007,449.0,13.5,2837.0,3182.0,7.232629276550394
560,Красноярский край,2008,481.0,13.8,2832.6,3436.0,10.062730359285617
561,Красноярский край,2009,453.0,13.3,2832.9,3325.0,10.437579785657881
562,Красноярский край,2010,444.0,13.5,2829.1,3251.0,8.212297387555955
563,Красноярский край,2011,448.0,13,2839.0,3371.0,10.95495668746364
564,Красноярский край,2012,425.63,13,2847.7,3355.49,13.323134256457758
565,Красноярский край,2013,391.11,12.7,2854.7,3322.01,15.680943416206146
566,Красноярский край,2014,366.69,12.7,2861.3,3098.53,18.02241541357714
567,Красноярский край,2015,327.23,12.6,2869.7,3224.23,24.91762931939711
568,Красноярский край,2016,313.28,12.5,2879.2,2987.19,20.83536539521189
569,Красноярский край,2017,308.33,12.3,2881.0,2860.14,18.34614785888694
570,Красноярский край,2018,304.71,12.4,2879.2,2807.51,11.504787093579834
571,Красноярский край,2019,317.81,12.2,2872.1,2892.25,8.968715085746616
572,Красноярский край,2020,321.61,14.3,2862.4,2817.02,17.852765371592135
573,Красноярский край,2021,323.63,16.4,2856.4,2580.86,54.99655377877941
574,Красноярский край,2022,299.25,13.4,2845.5,3276.04,75.85867234190559
575,Красноярский край,2023,299.0,12.3,2846.1,3230.0,55.37897657379728
576,Курганская область,2000,62.0,16.3,1047.1,484.0,5.103832089472446
577,Курганская область,2001,18.0,16.4,1030.7,406.0,2.623902661980489
578,Курганская область,2002,62.0,17.7,1016.2,363.0,2.6891599422861114
579,Курганская область,2003,57.0,18.1,999.4,397.0,3.533722756989921
580,Курганская область,2004,57.0,17.8,981.0,364.0,5.629894562356077
581,Курганская область,2005,59.0,17.9,961.8,354.0,4.621968403329233
582,Курганская область,2006,57.0,16.8,946.1,377.0,3.914923028589381
583,Курганская область,2007,56.0,16.3,934.5,378.0,4.225418126202575
584,Курганская область,2008,54.0,16.7,925.2,396.0,7.281778368567319
585,Курганская область,2009,52.0,16.2,918.6,379.0,16.081796236835643
586,Курганская область,2010,50.0,16,908.8,353.0,5.780161945037093
587,Курганская область,2011,46.0,15.7,893.2,340.0,9.540430192238993
588,Курганская область,2012,42.55,16.1,879.7,347.77,3.4016864607262804
589,Курганская область,2013,39.79,16.2,868.0,321.1,4.2840576899015135
590,Курганская область,2014,38.54,16.1,857.7,303.69,3.684557011525434
591,Курганская область,2015,37.86,16.4,846.8,303.94,0.2941673451804345
592,Курганская область,2016,37.97,16.2,836.0,277.42,0.6101579215083197
593,Курганская область,2017,36.09,15.6,824.4,282.08,2.507343411807006
594,Курганская область,2018,33.18,15.9,810.5,279.92,3.083423666878643
595,Курганская область,2019,31.79,15.7,800.0,291.95,6.493756170147003
596,Курганская область,2020,32.17,18.0,788.4,289.59,5.442065846698547
597,Курганская область,2021,31.31,21.3,772.3,219.67,0.9025583521202519
598,Курганская область,2022,29.02,16.4,761.6,249.66,1.280870628823808
599,Курганская область,2023,28.0,16.4,753.0,221.0,2.637303080663827
600,Курская область,2000,39.0,18.6,1266.4,5876.0,1.6774895003596562
601,Курская область,2001,38.0,18.7,1248.6,4875.0,1.120335826021022
602,Курская область,2002,38.0,19.3,1231.1,5043.0,1.5624881371194497
603,Курская область,2003,35.0,19.7,1213.4,5660.0,1.008635566331046
604,Курская область,2004,35.0,19.5,1195.8,5827.0,0.36059869735877265
605,Курская область,2005,34.0,19.8,1177.6,6046.0,1.0406130338967203
606,Курская область,2006,33.0,19.2,1161.6,5463.0,0.827562077248483
607,Курская область,2007,34.0,18.2,1151.9,6083.0,0.5744920379816614
608,Курская область,2008,35.0,18.5,1143.3,5247.0,0.6129038791701467
609,Курская область,2009,33.0,17.8,1135.0,5604.0,0.3322009099410847
610,Курская область,2010,37.0,17.6,1125.7,5875.0,0.4328458868279967
611,Курская область,2011,50.0,16.8,1121.0,6025.0,0.6669480719803331
612,Курская область,2012,45.21,16.6,1118.2,6135.11,0.6148225053391622
613,Курская область,2013,15.8,16.2,1117.3,5273.18,0.42262997504994615
614,Курская область,2014,14.44,16.6,1115.2,6145.36,0.7827353025086888
615,Курская область,2015,36.06,16.3,1117.5,6130.63,0.22015172727310492
616,Курская область,2016,36.4,16.1,1120.0,5878.35,0.3896348209143105
617,Курская область,2017,38.3,15.6,1111.8,6114.86,0.7852484362330449
618,Курская область,2018,35.93,15.5,1103.2,5783.56,0.6014294884373742
619,Курская область,2019,35.57,15.0,1099.6,5356.65,0.43803910907901433
620,Курская область,2020,35.08,17.7,1091.6,5810.54,0.0
621,Курская область,2021,32.47,21.5,1078.2,5716.49,0.0
622,Курская область,2022,33.07,16.2,1067.0,4657.41,25.043076911517755
623,Курская область,2023,33.0,14.5,1060.9,4615.0,18.92036655440491
624,Ленинградская область,2000,424.0,18.8,1680.4,1096.0,10.498765220465735
625,Ленинградская область,2001,410.0,19.9,1672.7,1178.0,14.260260537368206
626,Ленинградская область,2002,398.0,20.4,1667.1,1301.0,14.64710017203711
627,Ленинградская область,2003,387.0,21,1673.3,1304.0,33.279608619866146
628,Ленинградская область,2004,383.0,20,1681.5,1379.0,33.98695665234762
629,Ленинградская область,2005,356.0,19.9,1685.4,1413.0,14.930080241693842
630,Ленинградская область,2006,355.0,18.7,1691.1,1355.0,20.772726347392975
631,Ленинградская область,2007,324.0,17.6,1692.5,1353.0,13.98917090521719
632,Ленинградская область,2008,324.0,17.3,1698.9,1358.0,9.584328361713885
633,Ленинградская область,2009,313.0,16.3,1704.9,1411.0,4.7650907130766935
634,Ленинградская область,2010,291.0,15.8,1718.6,1372.0,1.1927770481846252
635,Ленинградская область,2011,231.0,14.6,1742.6,1162.0,4.735322633880683
636,Ленинградская область,2012,238.71,14.6,1768.5,1089.53,25.051147735441216
637,Ленинградская область,2013,277.31,14.3,1789.5,1285.04,21.169802994850734
638,Ленинградская область,2014,267.25,14.3,1808.8,1037.21,97.52502181066636
639,Ленинградская область,2015,269.17,13.7,1821.4,1148.1,1.608576150701387
640,Ленинградская область,2016,272.18,13.6,1841.9,1043.11,51.948667476941395
641,Ленинградская область,2017,334.06,12.9,1871.4,1347.14,30.960635814931884
642,Ленинградская область,2018,329.25,12.5,1913.5,1989.17,27.91517999826427
643,Ленинградская область,2019,302.19,12.1,1950.9,2418.38,20.66802453844944
644,Ленинградская область,2020,301.58,14.3,1977.3,2717.73,18.99402999076488
645,Ленинградская область,2021,299.07,16.1,2006.0,3623.31,2.980435381535615
646,Ленинградская область,2022,290.52,12.9,2023.8,3252.91,2.6470015911040043
647,Ленинградская область,2023,278.0,11.4,2035.8,3007.0,5.132442632124256
648,Липецкая область,2000,149.0,16.5,1228.1,2159.0,4.690342995400238
649,Липецкая область,2001,146.0,17.1,1220.5,2121.0,8.342807879922727
650,Липецкая область,2002,137.0,17.5,1211.0,2143.0,8.569920881705045
651,Липецкая область,2003,126.0,18.4,1205.3,2039.0,7.426702922531663
652,Липецкая область,2004,125.0,18.2,1198.6,2052.0,7.786029314782305
653,Липецкая область,2005,127.0,17.7,1193.9,2042.0,14.580886039681971
654,Липецкая область,2006,124.0,17.2,1190.4,2052.0,21.514615712400445
655,Липецкая область,2007,114.0,16.8,1186.7,2074.0,8.176821727039412
656,Липецкая область,2008,140.0,16.9,1182.0,2032.0,14.312447549860865
657,Липецкая область,2009,101.0,16.2,1177.0,2078.0,38.27877632774793
658,Липецкая область,2010,87.0,16.7,1172.0,2092.0,39.30561842146027
659,Липецкая область,2011,82.0,15.2,1168.1,2086.0,32.47180150706978
660,Липецкая область,2012,86.78,15.3,1166.5,2157.48,13.544341603668311
661,Липецкая область,2013,80.05,15.1,1166.1,2181.56,15.022183477601434
662,Липецкая область,2014,79.09,15.3,1166.2,2138.74,18.68296422893382
663,Липецкая область,2015,75.74,15.2,1167.0,2215.56,27.287141507141627
664,Липецкая область,2016,83.03,15.0,1169.5,2217.45,28.686122169278235
665,Липецкая область,2017,76.83,14.5,1165.8,2165.56,13.166425474212193
666,Липецкая область,2018,69.34,14.3,1162.0,2223.26,25.475739258453313
667,Липецкая область,2019,75.5,14.0,1159.7,2181.41,15.403860090533204
668,Липецкая область,2020,68.21,17.5,1150.6,2190.0,13.180814432974683
669,Липецкая область,2021,65.47,20.6,1138.1,2336.73,44.595318335024544
670,Липецкая область,2022,64.6,15.2,1126.3,2018.69,37.53043805983478
671,Липецкая область,2023,67.0,14.4,1116.3,2285.0,23.959508456784764
672,Магаданская область,2000,47.0,11.8,193.9,412.0,0.013989776701641109
673,Магаданская область,2001,49.0,12.2,187.2,752.0,0.6190676088528184
674,Магаданская область,2002,42.0,12.6,181.8,363.0,0.2287394747662549
675,Магаданская область,2003,40.0,12.6,178.1,353.0,4.0761492894404725
676,Магаданская область,2004,34.0,13.5,173.9,351.0,0.8924805889738058
677,Магаданская область,2005,28.0,13.7,170.4,307.0,3.583573200627213
678,Магаданская область,2006,28.0,13.3,166.9,315.0,6.367875730694288
679,Магаданская область,2007,29.0,13.3,164.0,329.0,10.582776431144236
680,Магаданская область,2008,30.0,13.9,160.9,354.0,3.2066091530372995
681,Магаданская область,2009,29.0,13.5,159.0,368.0,8.894193448708554
682,Магаданская область,2010,27.0,13,156.5,405.0,7.1678488821647885
683,Магаданская область,2011,26.0,13,154.3,390.0,12.11876266034123
684,Магаданская область,2012,16.78,12.7,152.0,443.31,27.702488845021357
685,Магаданская область,2013,16.26,12,149.8,449.7,23.071607171177618
686,Магаданская область,2014,14.25,12.0,147.4,445.36,23.160079556989707
687,Магаданская область,2015,12.92,11.9,145.5,431.71,18.79289306771236
688,Магаданская область,2016,13.6,11.5,144.6,436.04,5.823883316718634
689,Магаданская область,2017,14.51,11.5,142.9,443.52,14.605415344464545
690,Магаданская область,2018,11.14,11.5,139.9,465.75,4.194213774858168
691,Магаданская область,2019,4.87,11.7,138.6,424.56,5.686703675910583
692,Магаданская область,2020,14.15,12.7,137.3,406.07,5.298885483226137
693,Магаданская область,2021,13.78,15.2,135.9,400.87,32.015279254471835
694,Магаданская область,2022,13.52,12.7,134.3,420.24,16.83099565679948
695,Магаданская область,2023,14.0,12.1,133.4,410.0,36.30201719317175
696,Московская область,2000,638.0,17,6613.5,3360.0,0.9223424051578551
697,Московская область,2001,618.0,17.8,6609.2,3487.0,4.541459502397521
698,Московская область,2002,630.0,17.9,6616.9,3233.0,3.3759111679181975
699,Московская область,2003,626.0,17.9,6671.3,3465.0,2.8804052907949806
700,Московская область,2004,643.0,17.3,6736.7,3582.0,0.8157630991075558
701,Московская область,2005,635.0,17.1,6783.8,3419.0,0.6875557948942614
702,Московская область,2006,617.0,16.6,6846.8,3789.0,1.6544226128507853
703,Московская область,2007,597.0,16.1,6895.4,3925.0,0.5356008594605688
704,Московская область,2008,588.0,16.1,6958.0,3576.0,0.8025335029011036
705,Московская область,2009,565.0,15.3,7024.2,3376.0,0.2208010905025074
706,Московская область,2010,1309.0,15.4,7106.2,3071.0,0.7395305704892001
707,Московская область,2011,1220.0,14.1,7243.7,3060.0,0.326256033353251
708,Московская область,2012,1214.41,13.7,7385.5,3065.09,0.5554721709075955
709,Московская область,2013,1190.05,13.3,7519.7,2906.03,2.1966316561804105
710,Московская область,2014,1121.91,13.1,7666.3,3112.08,0.8091218953641568
711,Московская область,2015,1077.78,12.2,7805.8,2966.8,0.5355866341503347
712,Московская область,2016,1066.87,12.1,7960.0,3120.57,0.1903842286210931
713,Московская область,2017,1035.69,11.5,8088.3,2583.6,1.5602816443903225
714,Московская область,2018,956.19,11.3,8233.2,2487.19,0.5494703028332689
715,Московская область,2019,870.35,11.0,8372.9,2326.12,0.3403247843917261
716,Московская область,2020,853.02,13.3,8436.9,1988.03,0.7841063662343661
717,Московская область,2021,902.13,14.8,8542.3,2373.65,0.6343820882942904
718,Московская область,2022,807.74,11.7,8591.7,2471.16,1.7059301273671867
719,Московская область,2023,806.0,11.0,8651.3,2474.0,1.9704137763062801
720,Мурманская область,2000,429.0,11.6,922.9,983.0,5.905613494150721
721,Мурманская область,2001,370.0,12.2,905.7,989.0,24.280965723050304
722,Мурманская область,2002,366.0,13.2,889.8,968.0,13.239501851110521
723,Мурманская область,2003,339.0,14,873.2,946.0,10.688612613998544
