Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_норм_%
Ростовская область,2020,189.6,0.119488559479433
Ростовская область,2021,199.79,0.0526357936906946
Ростовская область,2022,205.52,0.0772195224321817
Ростовская область,2023,97.0,0.1712683792063918
Рязанская область,2000,26.0,0.1269114517196358
Рязанская область,2001,24.0,0.0915575250375799
Рязанская область,2002,19.0,0.2026158633113161
Рязанская область,2003,19.0,0.3699989263042048
Рязанская область,2004,19.0,0.2328118749642836
Рязанская область,2005,20.0,0.2865362212870647
Рязанская область,2006,15.0,0.1044648925652111
Рязанская область,2007,14.0,0.1235874471992956
Рязанская область,2008,18.0,0.2276785000719274
Рязанская область,2009,18.0,0.1732427891984917
Рязанская область,2010,89.0,0.2034870056535023
Рязанская область,2011,84.0,0.5034168820216062
Рязанская область,2012,86.13,0.4250701901988958
Рязанская область,2013,85.19,0.6102940886867071
Рязанская область,2014,81.14,0.3006947965861973
Рязанская область,2015,82.26,0.2220314528003743
Рязанская область,2016,79.51,0.1558493689299046
Рязанская область,2017,75.66,0.3478873164609417
Рязанская область,2018,74.5,0.0974195979078444
Рязанская область,2019,74.69,0.0648912727416876
Рязанская область,2020,71.49,0.0467003863277528
Рязанская область,2021,77.5,0.1056485978587403
Рязанская область,2022,71.25,0.0043759134991965
Рязанская область,2023,72.0,0.4870817257011625
Самарская область,2000,645.0,0.4951961933630278
Самарская область,2001,536.0,0.3271070756731628
Самарская область,2002,500.0,0.3157664639720202
Самарская область,2003,489.0,0.2934953417323252
Самарская область,2004,482.0,0.2174435258170968
Самарская область,2005,465.0,0.3242556348463287
Самарская область,2006,465.0,0.3984210607252003
Самарская область,2007,454.0,0.4849666118830993
Самарская область,2008,445.0,0.650645998630622
Самарская область,2009,406.0,0.5312800567260371
Самарская область,2010,397.0,0.4123422384666338
Самарская область,2011,395.0,0.6219129956711587
Самарская область,2012,361.51,0.9704632163633832
Самарская область,2013,350.97,1.30225727860433
Самарская область,2014,346.47,1.770227902798926
Самарская область,2015,366.27,1.630182291186972
Самарская область,2016,367.56,0.7268799554989653
Самарская область,2017,399.13,0.9837703191919812
Самарская область,2018,389.19,0.3720285216399752
Самарская область,2019,366.19,0.7836784910575758
Самарская область,2020,358.17,1.4762228186475992
Самарская область,2021,358.84,1.4692423558462815
Самарская область,2022,350.38,1.3356585861974877
Самарская область,2023,344.0,0.828022660369315
Саратовская область,2000,289.0,0.3608950310933244
Саратовская область,2001,294.0,0.28525668224852
Саратовская область,2002,299.0,0.4930882062831873
Саратовская область,2003,270.0,0.1466253575628184
Саратовская область,2004,262.0,0.1948786871797036
Саратовская область,2005,237.0,0.3030061925753449
Саратовская область,2006,242.0,0.2139788693786125
Саратовская область,2007,251.0,0.1670485535490565
Саратовская область,2008,197.0,0.3630347055079267
Саратовская область,2009,56.0,0.5343542183972566
Саратовская область,2010,24.0,0.3558944454280438
Саратовская область,2011,18.0,0.1798047922640756
Саратовская область,2012,112.22,0.2365923594712506
Саратовская область,2013,83.75,0.1224511283139631
Саратовская область,2014,16.51,0.3458170805375701
Саратовская область,2015,12.85,0.1827489147471699
Саратовская область,2016,13.0,0.0800276236550946
Саратовская область,2017,9.68,0.7227429286981869
Саратовская область,2018,95.35,0.2508287903963436
Саратовская область,2019,98.28,0.0841649763787772
Саратовская область,2020,89.99,0.2596142721026596
Саратовская область,2021,89.59,0.4091929502315167
Саратовская область,2022,95.76,0.1461622492115231
Саратовская область,2023,88.0,0.3419465489670431
Сахалинская область,2000,69.0,0.2573539983322311
Сахалинская область,2001,57.0,0.3120506744788408
Сахалинская область,2002,54.0,0.0413408627104909
Сахалинская область,2003,52.0,0.1228697861233591
Сахалинская область,2004,53.0,0.0707601472152936
Сахалинская область,2005,52.0,1.0090705959057664
Сахалинская область,2006,48.0,5.861807382541446
Сахалинская область,2007,45.0,3.2326585462128805
Сахалинская область,2008,48.0,4.435581938572152
Сахалинская область,2009,49.0,1.2166975338453707
Сахалинская область,2010,46.0,0.1067503042594269
Сахалинская область,2011,46.0,0.288133286263892
Сахалинская область,2012,43.75,0.4837354397912154
Сахалинская область,2013,32.91,0.5401888458632133
Сахалинская область,2014,30.22,0.4519521403203892
Сахалинская область,2015,28.82,0.7817367311478323
Сахалинская область,2016,33.97,0.7524864988709006
Сахалинская область,2017,33.08,0.8913897250158509
Сахалинская область,2018,24.91,0.0245206499991444
Сахалинская область,2019,25.01,0.7453010131748474
Сахалинская область,2020,26.02,1.3816443500350506
Сахалинская область,2021,26.64,0.6685204844332137
Сахалинская область,2022,23.96,0.7607751953991053
Сахалинская область,2023,27.0,0.615118659462832
Свердловская область,2000,826.0,1.37557141667254
Свердловская область,2001,818.0,0.8640326109744314
Свердловская область,2002,816.0,0.7559646675727137
Свердловская область,2003,869.0,0.7452594611708705
Свердловская область,2004,828.0,2.6707207093472327
Свердловская область,2005,814.0,0.735118104275767
Свердловская область,2006,821.0,0.6461339303997213
Свердловская область,2007,868.0,0.711075259581441
Свердловская область,2008,873.0,1.5220175977325774
Свердловская область,2009,780.0,0.9527125147558234
Свердловская область,2010,763.0,0.4935490355867536
Свердловская область,2011,770.0,0.5464588401519389
Свердловская область,2012,712.28,0.6072863782166762
Свердловская область,2013,686.78,0.781438540477219
Свердловская область,2014,667.0,1.2883404441987898
Свердловская область,2015,660.18,1.2213322489418956
Свердловская область,2016,616.63,0.5356909121651392
Свердловская область,2017,586.2,0.4917235884871427
Свердловская область,2018,559.77,0.637063437253965
Свердловская область,2019,566.42,0.9401650747569732
Свердловская область,2020,556.53,0.8874921104366541
Свердловская область,2021,523.69,0.7435017935294674
Свердловская область,2022,495.36,0.910810846565841
Свердловская область,2023,486.0,1.9881143933080807
Смоленская область,2000,109.0,0.0803184722429514
Смоленская область,2001,99.0,0.0970410619636109
Смоленская область,2002,93.0,0.1347243401689983
Смоленская область,2003,91.0,0.0806625962347486
Смоленская область,2004,94.0,0.1370765532247803
Смоленская область,2005,90.0,0.1623548658844787
Смоленская область,2006,90.0,0.1186087642991065
Смоленская область,2007,85.0,0.251647694857236
Смоленская область,2008,82.0,0.1877734859742453
Смоленская область,2009,79.0,0.2557836566575375
Смоленская область,2010,73.0,0.2993481427271981
Смоленская область,2011,68.0,0.1783384353318235
Смоленская область,2012,66.71,0.3376373645431257
Смоленская область,2013,62.06,0.1521823955418436
Смоленская область,2014,57.57,0.4127633195162883
Смоленская область,2015,58.45,0.3166357922735198
Смоленская область,2016,58.65,0.1887239180123041
Смоленская область,2017,59.11,0.0086888607015335
Смоленская область,2018,54.4,0.0093057987541929
Смоленская область,2019,46.18,0.1010420985598343
Смоленская область,2020,44.67,0.2494443882874613
Смоленская область,2021,43.18,0.2184897190595286
Смоленская область,2022,44.35,0.026783582364404
Смоленская область,2023,49.0,0.0889070922099229
Ставропольский край,2000,221.0,0.2729958088602036
Ставропольский край,2001,228.0,0.229886649651343
Ставропольский край,2002,223.0,0.3679106469897994
Ставропольский край,2003,222.0,0.5644134200543289
Ставропольский край,2004,224.0,0.5628115914047813
Ставропольский край,2005,220.0,0.969399458140279
Ставропольский край,2006,211.0,0.6307397106152687
Ставропольский край,2007,203.0,1.097200948885797
Ставропольский край,2008,194.0,0.2664695700238552
Ставропольский край,2009,189.0,0.403886730796282
Ставропольский край,2010,144.0,0.4527347798064516
Ставропольский край,2011,138.0,0.4284364890789018
Ставропольский край,2012,131.4,0.4697704754612239
Ставропольский край,2013,134.37,0.3967352823934358
Ставропольский край,2014,132.24,1.041961416931461
Ставропольский край,2015,123.41,0.3200699357998887
Ставропольский край,2016,125.36,0.4146824035268305
Ставропольский край,2017,125.29,0.2659942537446838
Ставропольский край,2018,173.27,0.3966757294887275
Ставропольский край,2019,159.1,0.3066443212743868
Ставропольский край,2020,164.96,0.3588919034476847
Ставропольский край,2021,115.78,0.147026270795726
Ставропольский край,2022,116.41,0.2052019491893141
Ставропольский край,2023,116.0,0.1441753394660727
Тамбовская область,2000,67.0,0.2328528731405506
Тамбовская область,2001,61.0,0.2560910488763647
Тамбовская область,2002,59.0,0.3260441464555836
Тамбовская область,2003,55.0,0.2382668091651254
Тамбовская область,2004,61.0,0.3550048436811977
Тамбовская область,2005,59.0,0.4705461622138245
Тамбовская область,2006,53.0,0.4070257828503802
Тамбовская область,2007,19.0,0.4858354803299899
Тамбовская область,2008,17.0,0.2802500910324738
Тамбовская область,2009,13.0,0.7689744791632281
Тамбовская область,2010,13.0,0.2901216379990883
Тамбовская область,2011,9.0,0.319111904161456
Тамбовская область,2012,41.76,2.2388892129355265
Тамбовская область,2013,39.49,1.5213063271386191
Тамбовская область,2014,37.95,0.7655729871366485
Тамбовская область,2015,41.37,0.7793563140557928
Тамбовская область,2016,40.77,0.4939346286016554
Тамбовская область,2017,44.79,0.9543123487861088
Тамбовская область,2018,44.66,0.3240018671071707
Тамбовская область,2019,42.99,0.3606793584653373
Тамбовская область,2020,40.82,0.7098347493360286
Тамбовская область,2021,42.83,0.4416206975714728
Тамбовская область,2022,40.37,0.1994162974464121
Тамбовская область,2023,41.0,0.309974596606082
Тверская область,2000,102.0,0.2205760431905062
Тверская область,2001,95.0,0.2711550576336982
Тверская область,2002,88.0,0.6070091831351848
Тверская область,2003,86.0,0.5576765161986068
Тверская область,2004,77.0,0.336335098743777
Тверская область,2005,79.0,0.8102013057109891
Тверская область,2006,91.0,0.0270783378008507
Тверская область,2007,101.0,0.0794400729069065
Тверская область,2008,99.0,1.3215843314281557
Тверская область,2009,92.0,3.7565722581656864
Тверская область,2010,99.0,4.544359966375182
Тверская область,2011,93.0,3.5171844922826017
Тверская область,2012,90.41,0.6064154852630286
Тверская область,2013,90.07,0.0382014616840303
Тверская область,2014,85.51,0.1310967767610447
Тверская область,2015,83.59,0.1576199274307072
Тверская область,2016,77.99,0.1360672042922824
Тверская область,2017,77.76,0.0782365812754132
Тверская область,2018,73.58,0.0736785011850793
Тверская область,2019,68.34,
Тверская область,2020,65.91,0.105172820911506
Тверская область,2021,73.18,0.0209563925862879
Тверская область,2022,69.14,0.0398097232439199
Тверская область,2023,69.0,0.0438326009964327
Томская область,2000,18.0,1.6349042292085496
Томская область,2001,19.0,1.8497423787409428
Томская область,2002,19.0,1.072365812011066
Томская область,2003,18.0,0.7987803383245282
Томская область,2004,17.0,0.7296965477769817
Томская область,2005,12.0,0.2189559683791989
Томская область,2006,9.0,0.3736326189468577
Томская область,2007,9.0,0.6386545105297756
Томская область,2008,8.0,0.8111486977825381
Томская область,2009,9.0,1.2578402153222656
Томская область,2010,14.0,0.522569462130199
Томская область,2011,26.0,0.8550155816795987
Томская область,2012,24.19,0.9036838272724604
Томская область,2013,26.57,1.4870818837640207
Томская область,2014,26.28,1.2570431950594376
Томская область,2015,23.65,1.684594784632396
Томская область,2016,23.09,1.7226029630923323
Томская область,2017,22.77,0.6585615949237539
Томская область,2018,24.15,0.3532217551769446
Томская область,2019,214.13,2.081631665521936
Томская область,2020,180.67,0.3690050967839431
Томская область,2021,182.32,1.244722642215129
Томская область,2022,163.46,0.4821464921200047
Томская область,2023,140.0,0.2846591821968429
Тульская область,2000,249.0,0.2036194791887079
Тульская область,2001,257.0,0.0648353601355234
Тульская область,2002,263.0,0.1029532394831257
Тульская область,2003,259.0,0.2856876747211381
Тульская область,2004,261.0,0.2358396996808882
Тульская область,2005,252.0,0.2408725774643524
Тульская область,2006,236.0,0.2418333507920762
Тульская область,2007,216.0,0.0826530676712371
Тульская область,2008,201.0,0.1545612408881339
Тульская область,2009,192.0,0.913985038529648
Тульская область,2010,196.0,0.3484525470775477
Тульская область,2011,187.0,0.237017528627519
Тульская область,2012,184.54,0.9775915908062036
Тульская область,2013,186.83,0.6351919405760573
Тульская область,2014,171.08,0.2692624554785766
Тульская область,2015,163.75,0.3873733136937013
Тульская область,2016,161.24,0.3342379004194034
Тульская область,2017,160.15,0.501144914701629
Тульская область,2018,155.95,0.7452948049006919
Тульская область,2019,153.54,0.0390700606037682
Тульская область,2020,152.19,0.1049704225320511
Тульская область,2021,135.07,0.2536354654449242
Тульская область,2022,127.58,0.3840004492756624
Тульская область,2023,122.0,0.1073510899524713
Тюменская область,2000,83.0,13.396919618506754
Тюменская область,2001,79.0,13.42956486623488
Тюменская область,2002,76.0,6.541731559883759
Тюменская область,2003,72.0,8.920659872687606
Тюменская область,2004,75.0,3.753826192471448
Тюменская область,2005,86.0,3.583483100136786
Тюменская область,2006,100.0,2.952630189161398
Тюменская область,2007,100.0,2.428518110493873
Тюменская область,2008,100.0,2.98293317861516
Тюменская область,2009,100.0,0.0700436622143225
Тюменская область,2010,103.0,0.1175538308700532
Тюменская область,2011,104.0,0.1903336718348338
Тюменская область,2012,91.84,0.5030667768171545
Тюменская область,2013,82.04,1.4523292659235107
Тюменская область,2014,88.71,1.9087531195903915
Тюменская область,2015,86.63000000000002,0.4767942310335899
Тюменская область,2016,86.0,0.4698447842694
Тюменская область,2017,84.0,0.694616827212317
Тюменская область,2018,82.6,0.2884246689840108
Тюменская область,2019,84.79,0.2705306024337983
Тюменская область,2020,82.71000000000002,1.3607886976686832
Тюменская область,2021,83.85,0.1891869544708587
Тюменская область,2022,89.66,0.1431881591484201
Тюменская область,2023,86.0,0.1330880555193983
Удмуртская Республика,2000,27.0,0.3706618593290988
Удмуртская Республика,2001,27.0,0.4460813956681322
Удмуртская Республика,2002,25.0,0.4218996940506443
Удмуртская Республика,2003,26.0,0.179927331540021
Удмуртская Республика,2004,28.0,0.1716142814214776
Удмуртская Республика,2005,28.0,0.2305120243322454
Удмуртская Республика,2006,30.0,0.3305802600569613
Удмуртская Республика,2007,27.0,0.2732123041672299
Удмуртская Республика,2008,25.0,0.560978548998398
Удмуртская Республика,2009,23.0,0.3545273347902882
Удмуртская Республика,2010,105.0,0.0926634717044076
Удмуртская Республика,2011,127.0,0.0671377803704938
Удмуртская Республика,2012,117.12,0.3559555741186487
Удмуртская Республика,2013,112.19,0.2688996076286314
Удмуртская Республика,2014,116.07,0.2149226687713586
Удмуртская Республика,2015,133.26,0.2095859882571384
Удмуртская Республика,2016,109.47,0.3173771023058464
Удмуртская Республика,2017,85.76,0.2018946533125599
Удмуртская Республика,2018,93.1,0.1369296564735449
Удмуртская Республика,2019,93.05,0.1806848208332065
Удмуртская Республика,2020,76.62,0.2185689827427353
Удмуртская Республика,2021,74.61,0.1453114149461885
Удмуртская Республика,2022,74.21,0.1968954474245584
Удмуртская Республика,2023,68.0,0.3486406704214334
Ульяновская область,2000,149.0,0.4064257767548906
Ульяновская область,2001,130.0,0.3358503874119636
Ульяновская область,2002,127.0,0.3260586290693346
Ульяновская область,2003,109.0,0.6270798034948346
Ульяновская область,2004,105.0,0.4056754714744966
Ульяновская область,2005,115.0,0.5826116469192548
Ульяновская область,2006,115.0,0.6417093426895263
Ульяновская область,2007,118.0,1.0643768417709234
Ульяновская область,2008,113.0,0.3830723724335563
Ульяновская область,2009,106.0,0.3512358717229593
Ульяновская область,2010,111.0,0.7690737081410316
Ульяновская область,2011,115.0,0.0598351966958864
Ульяновская область,2012,110.48,0.2152965566036363
Ульяновская область,2013,105.41,0.1852744199055594
Ульяновская область,2014,100.45,0.254689496219982
Ульяновская область,2015,121.9,0.2613772176809508
Ульяновская область,2016,124.94,0.0705152979373203
Ульяновская область,2017,101.19,0.1659305510609002
Ульяновская область,2018,93.78,0.0551519439819548
Ульяновская область,2019,94.03,0.0317320932263769
Ульяновская область,2020,88.91,0.0869029673856166
Ульяновская область,2021,91.44,0.0007413975757282
Ульяновская область,2022,90.08,0.000592027398335
Ульяновская область,2023,87.0,0.0006260062006827
Хабаровский край,2000,231.0,0.7044176384524684
Хабаровский край,2001,236.0,0.6656527915986056
Хабаровский край,2002,220.0,0.1929338951751929
Хабаровский край,2003,221.0,0.3436799603844973
Хабаровский край,2004,222.0,0.2058088734385605
Хабаровский край,2005,217.0,0.4126619783317535
Хабаровский край,2006,209.0,0.9462492458545164
Хабаровский край,2007,203.0,1.4823626461997153
Хабаровский край,2008,196.0,0.6246759586386139
Хабаровский край,2009,193.0,0.7526802539876069
Хабаровский край,2010,191.0,0.3164223962026107
Хабаровский край,2011,188.0,0.6454623215251873
Хабаровский край,2012,175.52,1.817326389863977
Хабаровский край,2013,177.9,4.249380204117035
Хабаровский край,2014,167.26,1.0199867096427773
Хабаровский край,2015,171.19,1.52367108470519
Хабаровский край,2016,172.24,0.6066486149623198
Хабаровский край,2017,171.31,0.9856151792890904
Хабаровский край,2018,189.82,1.2056683576920473
Хабаровский край,2019,181.98,1.1521547769317932
Хабаровский край,2020,157.93,0.7112172787455503
Хабаровский край,2021,152.23,0.9351869546237744
Хабаровский край,2022,161.78,2.315211659720671
Хабаровский край,2023,174.0,1.619812319401924
Ханты-Мансийский автономный округ — Югра,2000,33.0,1.344555054179785
Ханты-Мансийский автономный округ — Югра,2001,33.0,1.6494234523618752
Ханты-Мансийский автономный округ — Югра,2002,35.0,0.7282393048842183
Ханты-Мансийский автономный округ — Югра,2003,38.0,1.1029273178079186
Ханты-Мансийский автономный округ — Югра,2004,31.0,0.7487383607867212
Ханты-Мансийский автономный округ — Югра,2005,31.0,0.8239504896572724
Ханты-Мансийский автономный округ — Югра,2006,33.0,0.5972363289538636
Ханты-Мансийский автономный округ — Югра,2007,38.0,0.4387771226984132
Ханты-Мансийский автономный округ — Югра,2008,42.0,0.5008758031284058
Ханты-Мансийский автономный округ — Югра,2009,46.0,0.3979092210547053
Ханты-Мансийский автономный округ — Югра,2010,55.0,1.2260490148820624
Ханты-Мансийский автономный округ — Югра,2011,39.0,0.8087501543783673
Ханты-Мансийский автономный округ — Югра,2012,40.84,0.9985672995164744
Ханты-Мансийский автономный округ — Югра,2013,77.61,0.893911720485677
Ханты-Мансийский автономный округ — Югра,2014,545.07,0.5851519117871361
Ханты-Мансийский автономный округ — Югра,2015,462.99,0.6753341020571367
Ханты-Мансийский автономный округ — Югра,2016,891.4,0.3660170333081975
Ханты-Мансийский автономный округ — Югра,2017,86.21,0.3355028217357719
Ханты-Мансийский автономный округ — Югра,2018,83.97,0.1727987751322757
Ханты-Мансийский автономный округ — Югра,2019,83.12,0.2975578781436615
Ханты-Мансийский автономный округ — Югра,2020,93.57,0.1354705143765455
Ханты-Мансийский автономный округ — Югра,2021,86.44,0.0832545426294592
Ханты-Мансийский автономный округ — Югра,2022,70.18,0.1692256513027796
Ханты-Мансийский автономный округ — Югра,2023,69.0,0.2527948539463907
Челябинская область,2000,741.0,1.1922355488093166
Челябинская область,2001,774.0,1.1760014431928818
Челябинская область,2002,749.0,1.2774262611454923
Челябинская область,2003,721.0,0.9775156913362024
Челябинская область,2004,666.0,0.602251735095726
Челябинская область,2005,660.0,1.1569024440703033
Челябинская область,2006,655.0,0.9454093592113092
Челябинская область,2007,657.0,0.8233657382161916
Челябинская область,2008,750.0,0.9837510931271328
Челябинская область,2009,691.0,1.162195178221041
Челябинская область,2010,845.0,1.3163746284648217
Челябинская область,2011,836.0,1.243372232215609
Челябинская область,2012,743.86,1.100457817911587
Челябинская область,2013,712.77,0.9417796730419896
Челябинская область,2014,678.92,1.242556448803834
Челябинская область,2015,725.4,0.9771864655457504
Челябинская область,2016,692.54,1.1888993783883597
Челябинская область,2017,691.3,1.150689747159652
Челябинская область,2018,647.02,2.0983514769424083
Челябинская область,2019,230.05,1.2926711676374687
Челябинская область,2020,325.25,2.1750672629624006
Челябинская область,2021,283.63,2.362428542288844
Челябинская область,2022,286.92,3.54029725812094
Челябинская область,2023,244.0,2.216501654677487
Чувашская Республика — Чувашия,2000,132.0,0.3205500302238303
Чувашская Республика — Чувашия,2001,130.0,0.4999847296002079
Чувашская Республика — Чувашия,2002,123.0,0.4417798529340571
Чувашская Республика — Чувашия,2003,126.0,0.7312850214144385
Чувашская Республика — Чувашия,2004,134.0,0.2120445564996693
Чувашская Республика — Чувашия,2005,121.0,0.7621902362822013
Чувашская Республика — Чувашия,2006,121.0,0.2835057742669472
Чувашская Республика — Чувашия,2007,118.0,0.2844095702585512
Чувашская Республика — Чувашия,2008,115.0,0.073543384185102
Чувашская Республика — Чувашия,2009,91.0,0.3211125763439938
Чувашская Республика — Чувашия,2010,86.0,0.6486824987983864
Чувашская Республика — Чувашия,2011,10.0,1.3422346078119265
Чувашская Республика — Чувашия,2012,10.53,2.241154323433313
Чувашская Республика — Чувашия,2013,9.95,0.6160950248691563
Чувашская Республика — Чувашия,2014,8.98,1.357786910100435
Чувашская Республика — Чувашия,2015,37.49,1.126275698647471
Чувашская Республика — Чувашия,2016,36.99,0.3350319030728334
Чувашская Республика — Чувашия,2017,33.11,0.3243229879482964
Чувашская Республика — Чувашия,2018,83.99,0.3779698183548947
Чувашская Республика — Чувашия,2019,72.7,0.2267613458289247
Чувашская Республика — Чувашия,2020,58.14,0.799797079235617
Чувашская Республика — Чувашия,2021,58.65,0.4850671156463639
Чувашская Республика — Чувашия,2022,55.85,0.2347485027611805
Чувашская Республика — Чувашия,2023,58.0,0.052317855133576
Чукотский автономный округ,2000,5.0,
Чукотский автономный округ,2001,5.0,
Чукотский автономный округ,2002,6.0,
Чукотский автономный округ,2003,4.44,
Чукотский автономный округ,2004,4.85,
Чукотский автономный округ,2005,4.3,
Чукотский автономный округ,2006,4.61,
Чукотский автономный округ,2007,4.6,
Чукотский автономный округ,2008,6.0,
Чукотский автономный округ,2009,6.0,
Чукотский автономный округ,2010,5.0,
Чукотский автономный округ,2011,5.0,1.0506725114840831
Чукотский автономный округ,2012,5.37,0.5977680846914246
Чукотский автономный округ,2013,4.9,1.4325800764163903
Чукотский автономный округ,2014,4.86,0.7794688084943542
Чукотский автономный округ,2015,4.07,0.1848529938204112
Чукотский автономный округ,2016,3.16,0.746620740681214
Чукотский автономный округ,2017,3.05,2.259847846551161
Чукотский автономный округ,2018,3.02,0.6519108730727644
Чукотский автономный округ,2019,2.95,0.6857708300436866
Чукотский автономный округ,2020,2.89,0.5921021697482438
Чукотский автономный округ,2021,2.91,0.0642379324455477
Чукотский автономный округ,2022,2.89,0.0070829915323155
Чукотский автономный округ,2023,3.0,0.4284813726571881
Ямало-Ненецкий автономный округ,2000,28.0,0.930433011559272
Ямало-Ненецкий автономный округ,2001,33.0,0.5246503421571335
Ямало-Ненецкий автономный округ,2002,33.0,0.4446220461700134
Ямало-Ненецкий автономный округ,2003,32.0,0.8259510165222833
Ямало-Ненецкий автономный округ,2004,33.0,0.2333519997840988
Ямало-Ненецкий автономный округ,2005,31.0,0.3321914381404767
Ямало-Ненецкий автономный округ,2006,59.0,0.3940969584845903
Ямало-Ненецкий автономный округ,2007,49.0,0.3941881715602344
Ямало-Ненецкий автономный округ,2008,48.0,0.4150099458296323
Ямало-Ненецкий автономный округ,2009,33.0,1.321270078812881
Ямало-Ненецкий автономный округ,2010,44.0,0.8090691240987611
Ямало-Ненецкий автономный округ,2011,39.0,0.5790562962576533
Ямало-Ненецкий автономный округ,2012,33.89,0.4725865858163866
Ямало-Ненецкий автономный округ,2013,24.69,0.283495537542987
Ямало-Ненецкий автономный округ,2014,22.42,0.5978218080250906
Ямало-Ненецкий автономный округ,2015,23.1,1.042617596266065
Ямало-Ненецкий автономный округ,2016,32.14,0.9451597956173317
Ямало-Ненецкий автономный округ,2017,31.06,2.1335412780645897
Ямало-Ненецкий автономный округ,2018,29.32,0.7513963352693694
Ямало-Ненецкий автономный округ,2019,29.02,0.9376361027110184
Ямало-Ненецкий автономный округ,2020,28.83,0.5529146310818469
Ямало-Ненецкий автономный округ,2021,28.6,4.531654694776407
Ямало-Ненецкий автономный округ,2022,28.94,1.765860512743718
Ямало-Ненецкий автономный округ,2023,25.0,1.9611606071143448
Ярославская область,2000,306.0,2.788611032613121
Ярославская область,2001,312.0,1.5491728482279523
Ярославская область,2002,316.0,0.7733617125239334
Ярославская область,2003,306.0,0.3494353418033873
Ярославская область,2004,303.0,0.969112947766205
Ярославская область,2005,287.0,1.6950524982076478
Ярославская область,2006,284.0,0.276493215400828
Ярославская область,2007,208.0,0.5820155163403947
Ярославская область,2008,204.0,0.7496988782779699
Ярославская область,2009,184.0,0.9346355444969168
Ярославская область,2010,240.0,0.250804944000267
Ярославская область,2011,218.0,0.2304761967818655
Ярославская область,2012,229.0,0.1323727479500708
Ярославская область,2013,211.45,0.2304535941782794
Ярославская область,2014,192.96,0.3676551897140673
Ярославская область,2015,201.38,0.4035689546716755
Ярославская область,2016,179.24,0.3826026624021835
Ярославская область,2017,177.8,0.341595404505886
Ярославская область,2018,173.63,0.406453642556022
Ярославская область,2019,169.01,0.7667871403928223
Ярославская область,2020,159.32,0.7417682266486962
Ярославская область,2021,148.32,0.6505615559022145
Ярославская область,2022,146.39,0.7526354206089063
Ярославская область,2023,143.0,1.1670310986538823
г. Москва,2000,2115.0,0.3923032111223657
г. Москва,2001,2145.0,0.4475671421360712
г. Москва,2002,2661.0,0.3317897203397363
г. Москва,2003,2015.0,0.3352192398290583
г. Москва,2004,2012.0,0.1730862079624784
г. Москва,2005,1959.0,0.1832007683582132
г. Москва,2006,1857.0,0.2144913054038216
г. Москва,2007,1726.0,0.1946769801664335
г. Москва,2008,1684.0,0.1950470088930894
г. Москва,2009,1595.0,0.1645356168349971
г. Москва,2010,909.0,0.1790769090586215
г. Москва,2011,908.0,0.1578973941389032
г. Москва,2012,928.63,0.1391696280553888
г. Москва,2013,945.77,0.2531221896179987
г. Москва,2014,862.86,0.27193675896751
г. Москва,2015,817.79,0.2649236758402454
г. Москва,2016,824.76,0.4591629267353044
г. Москва,2017,844.57,0.3170193025058759
г. Москва,2018,854.59,0.1978460118120799
г. Москва,2019,819.87,0.1809712210713989
г. Москва,2020,798.57,0.2429007290299494
г. Москва,2021,806.53,0.2401891440457218
г. Москва,2022,736.55,0.1584641141841864
г. Москва,2023,833.0,0.0704782023944734
г. Санкт-Петербург,2000,1271.0,0.2605331406745536
г. Санкт-Петербург,2001,1245.0,0.3845529424480557
г. Санкт-Петербург,2002,1183.0,0.4529396128156182
г. Санкт-Петербург,2003,1203.0,0.7899753563202678
г. Санкт-Петербург,2004,1182.0,0.9882955797559996
г. Санкт-Петербург,2005,1188.0,2.721264785573914
г. Санкт-Петербург,2006,1174.0,1.1977864320581824
г. Санкт-Петербург,2007,1187.0,0.7328467929067414
г. Санкт-Петербург,2008,1174.0,0.9496834980678004
г. Санкт-Петербург,2009,1106.0,0.9723901384552556
г. Санкт-Петербург,2010,1346.0,1.1310718108718023
г. Санкт-Петербург,2011,1239.0,0.7988092294220657
г. Санкт-Петербург,2012,1217.52,0.7900610675373811
г. Санкт-Петербург,2013,1156.9,1.0146494455598931
г. Санкт-Петербург,2014,1057.92,0.5644568861532911
г. Санкт-Петербург,2015,1023.36,0.7115102929290356
г. Санкт-Петербург,2016,1093.18,0.6993336755660089
г. Санкт-Петербург,2017,977.33,0.5710732360591947
г. Санкт-Петербург,2018,897.12,0.5571830093613697
г. Санкт-Петербург,2019,920.33,0.2507553176508731
г. Санкт-Петербург,2020,914.37,0.3524922362311538
г. Санкт-Петербург,2021,945.06,0.2275707922214675
г. Санкт-Петербург,2022,932.7,0.1022139662961807
г. Санкт-Петербург,2023,936.0,0.2663475652977788
